Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGLIB1149-24_r_1_s_50_BGLIB1149-24,BGLIB1149-24,9871849,2091,311,1533,2.0,286.0,80.26614481409003,72.0
BGLIB1214-24_r_1.3_s_50_BGLIB1214-24,BGLIB1214-24,16558397,8431,436,1530,152.0,613.0,320.30196078431374,311.5
BGLIB1143-24_r_1.3_s_50_BGLIB1143-24,BGLIB1143-24,4859736,193,183,1542,0.0,59.0,9.657587548638132,3.0
BGLIB1204-24_r_1.3_s_50_BGLIB1204-24,BGLIB1204-24,17030953,3630,951,1509,63.0,234.0,157.5089463220676,159.0
BGLIB1232-24_r_1.3_s_50_BGLIB1232-24,BGLIB1232-24,15238276,5526,79,1533,98.0,316.0,194.720156555773,193.0
BGLIB1207-24_r_1.3_s_50_BGLIB1207-24,BGLIB1207-24,17191149,3303,284,1509,0.0,441.0,159.58250497017892,151.0
BGLIB1207-24_r_1.5_s_100_BGLIB1207-24,BGLIB1207-24,17191149,1368,284,1509,0.0,217.0,77.90457256461232,78.0
BGLIB1214-24_r_1.3_s_100_BGLIB1214-24,BGLIB1214-24,16558397,3369,436,1530,38.0,409.0,172.7156862745098,162.0
BGLIB1190-24_r_1.5_s_100_BGLIB1190-24,BGLIB1190-24,8496600,20,1015,1509,0.0,14.0,0.9880715705765407,0.0
BGLIB1198-24_r_1.3_s_50_BGLIB1198-24,BGLIB1198-24,12221550,11284,1292,1509,52.0,857.0,484.5666003976143,496.0
BGLIB1228-24_r_1.5_s_100_BGLIB1228-24,BGLIB1228-24,10108004,4739,69,1533,133.0,462.0,262.42857142857144,256.0
BGLIB1147-24_r_1.5_s_50_BGLIB1147-24,BGLIB1147-24,23991114,829,2717,1533,0.0,483.0,42.14481409001957,4.0
BGLIB1179-24_r_1_s_100_BGLIB1179-24,BGLIB1179-24,20870635,3531,235,1545,0.0,305.0,211.66796116504855,213.0
BGLIB1201-24_r_1.5_s_100_BGLIB1201-24,BGLIB1201-24,13437564,530,283,1509,0.0,83.0,25.7713717693837,26.0
BGLIB1178-24_r_1.3_s_100_BGLIB1178-24,BGLIB1178-24,4170832,193,227,1533,0.0,52.0,13.641878669275929,10.0
BGLIB1141-24_r_1_s_100_BGLIB1141-24,BGLIB1141-24,23884308,2068,2110,1542,0.0,555.0,163.1400778210117,138.0
BGLIB1220-24_r_1.5_s_100_BGLIB1220-24,BGLIB1220-24,3064416,57,9,1542,0.0,19.0,2.4610894941634243,0.0
BGLIB1227-24_r_1.5_s_100_BGLIB1227-24,BGLIB1227-24,15784526,3452,657,1533,50.0,417.0,183.27005870841487,184.0
BGLIB1187-24_r_1.5_s_50_BGLIB1187-24,BGLIB1187-24,10551737,2428,1,1509,1.0,164.0,89.7037773359841,93.0
BGLIB1220-24_r_1_s_100_BGLIB1220-24,BGLIB1220-24,3064416,85,9,1542,0.0,26.0,4.5778210116731515,0.0
BGLIB1177-24_r_1.5_s_50_BGLIB1177-24,BGLIB1177-24,8522753,808,1930,1533,0.0,152.0,29.140900195694716,24.0
BGLIB1188-24_r_1.5_s_50_BGLIB1188-24,BGLIB1188-24,8157687,3873,45,1509,0.0,327.0,140.09940357852884,139.0
BGLIB1176-24_r_1_s_50_BGLIB1176-24,BGLIB1176-24,12300989,799,666,1533,0.0,137.0,33.67123287671233,30.0
BGLIB1223-24_r_1_s_50_BGLIB1223-24,BGLIB1223-24,11229587,2091,42,1542,2.0,184.0,74.83268482490273,70.0
BGLIB1198-24_r_1.5_s_100_BGLIB1198-24,BGLIB1198-24,12221550,4420,1292,1509,0.0,622.0,242.14115308151094,227.0
BGLIB1197-24_r_1_s_50_BGLIB1197-24,BGLIB1197-24,13281701,10279,289,1509,232.0,790.0,455.04771371769385,455.0
BGLIB1148-24_r_1.5_s_50_BGLIB1148-24,BGLIB1148-24,13244173,5686,30,1533,4.0,490.0,282.7416829745597,280.0
BGLIB1187-24_r_1_s_50_BGLIB1187-24,BGLIB1187-24,10551737,2809,1,1509,42.0,173.0,106.50099403578528,111.0
BGLIB1211-24_r_1_s_100_BGLIB1211-24,BGLIB1211-24,6785837,135,284,1509,0.0,23.0,7.439363817097416,6.0
BGLIB1190-24_r_1.3_s_100_BGLIB1190-24,BGLIB1190-24,8496600,72,1015,1509,0.0,51.0,5.178926441351889,0.0
BGLIB1213-24_r_1_s_50_BGLIB1213-24,BGLIB1213-24,17066440,7372,1185,1533,0.0,562.0,301.54794520547944,296.0
BGLIB1170-24_r_1.5_s_50_BGLIB1170-24,BGLIB1170-24,6026911,531,65,1533,0.0,122.0,27.818003913894326,22.0
BGE00412-NC_r_1.5_s_50_BGE00412-NC,BGE00412-NC,636588,0,0,1539,0,0,0,0
BGLIB1206-24_r_1_s_100_BGLIB1206-24,BGLIB1206-24,2510205,18062,2344,1509,335.0,1630.0,973.4115308151094,929.0
BGLIB1146-24_r_1.3_s_50_BGLIB1146-24,BGLIB1146-24,1840866,70,94,1533,0.0,26.0,3.4657534246575343,0.0
BGLIB1179-24_r_1.5_s_100_BGLIB1179-24,BGLIB1179-24,20870635,2451,235,1545,0.0,291.0,141.97087378640776,141.0
BGLIB1184-24_r_1.5_s_50_BGLIB1184-24,BGLIB1184-24,13095651,375,150,1509,0.0,39.0,18.48906560636183,19.0
BGE00412-NC_r_1_s_100_BGE00412-NC,BGE00412-NC,636588,0,0,1539,0,0,0,0
BGLIB1193-24_r_1_s_50_BGLIB1193-24,BGLIB1193-24,16909466,2011,78,1509,32.0,168.0,90.46322067594433,86.0
BGLIB1228-24_r_1.5_s_50_BGLIB1228-24,BGLIB1228-24,10108004,8336,69,1533,206.0,582.0,366.2191780821918,368.0
BGLIB1218-24_r_1_s_100_BGLIB1218-24,BGLIB1218-24,2407702,82,42,1542,0.0,56.0,5.042801556420233,0.0
BGLIB1213-24_r_1.3_s_100_BGLIB1213-24,BGLIB1213-24,17066440,2787,1185,1533,0.0,315.0,140.09393346379647,137.0
BGLIB1155-24_r_1_s_100_BGLIB1155-24,BGLIB1155-24,14180134,1357,4722,1533,0.0,424.0,113.52641878669276,88.0
BGLIB1205-24_r_1_s_50_BGLIB1205-24,BGLIB1205-24,5147000,723,360,1509,0.0,123.0,35.00397614314115,29.0
BGLIB1234-24_r_1.3_s_50_BGLIB1234-24,BGLIB1234-24,2205782,87,117,1536,0.0,24.0,3.17578125,0.0
BGLIB1177-24_r_1_s_100_BGLIB1177-24,BGLIB1177-24,8522753,768,1930,1533,0.0,222.0,54.567514677103716,47.0
BGLIB1178-24_r_1.5_s_100_BGLIB1178-24,BGLIB1178-24,4170832,80,227,1533,0.0,28.0,5.021526418786693,1.0
BGLIB1219-24_r_1_s_50_BGLIB1219-24,BGLIB1219-24,8005061,1466,271,1542,0.0,165.0,60.025291828793776,52.0
BGLIB1154-24_r_1.3_s_100_BGLIB1154-24,BGLIB1154-24,22162888,953,3469,1533,0.0,464.0,64.01369863013699,25.0
BGLIB1191-24_r_1.3_s_50_BGLIB1191-24,BGLIB1191-24,13607511,18411,304,1509,76.0,1346.0,783.8250497017892,797.0
BGLIB1165-24_r_1_s_50_BGLIB1165-24,BGLIB1165-24,14346090,3438,393,1533,34.0,303.0,139.90802348336595,135.0
BGLIB1186-24_r_1.5_s_50_BGLIB1186-24,BGLIB1186-24,3122807,152,169,1509,0.0,27.0,5.139165009940358,4.0
BGLIB1157-24_r_1_s_100_BGLIB1157-24,BGLIB1157-24,16609497,10008,59,1533,192.0,815.0,592.0978473581214,602.0
BGLIB1197-24_r_1.3_s_50_BGLIB1197-24,BGLIB1197-24,13281701,9792,289,1509,27.0,782.0,430.0178926441352,442.0
BGLIB1224-24_r_1.5_s_100_BGLIB1224-24,BGLIB1224-24,10271966,4038,18,1533,32.0,425.0,208.28571428571428,201.0
BGLIB1144-24_r_1.5_s_100_BGLIB1144-24,BGLIB1144-24,10692583,1428,3463,1542,0.0,271.0,87.02140077821012,86.0
BGLIB1220-24_r_1.3_s_50_BGLIB1220-24,BGLIB1220-24,3064416,339,9,1542,0.0,42.0,11.163424124513618,8.0
BGLIB1194-24_r_1.5_s_50_BGLIB1194-24,BGLIB1194-24,12979030,13463,1790,1509,0.0,1297.0,590.3618290258449,570.0
BGLIB1209-24_r_1_s_100_BGLIB1209-24,BGLIB1209-24,14095968,2903,774,1509,71.0,326.0,174.68787276341948,169.0
BGLIB1210-24_r_1.5_s_100_BGLIB1210-24,BGLIB1210-24,13688425,444,30,1509,0.0,82.0,25.069582504970178,24.0
BGLIB1214-24_r_1.5_s_100_BGLIB1214-24,BGLIB1214-24,16558397,3210,436,1530,38.0,389.0,161.95882352941177,152.0
BGLIB1153-24_r_1_s_50_BGLIB1153-24,BGLIB1153-24,15268019,5531,366,1533,92.0,449.0,235.10763209393346,228.0
BGLIB1216-24_r_1.3_s_100_BGLIB1216-24,BGLIB1216-24,16881350,7448,45,1530,131.0,809.0,417.74901960784314,406.0
BGLIB1185-24_r_1_s_50_BGLIB1185-24,BGLIB1185-24,13096697,4159,179,1509,71.0,363.0,230.0934393638171,232.0
BGLIB1188-24_r_1.5_s_100_BGLIB1188-24,BGLIB1188-24,8157687,1263,45,1509,0.0,198.0,62.89264413518887,52.0
BGLIB1183-24_r_1.3_s_50_BGLIB1183-24,BGLIB1183-24,21788655,5514,2,1509,44.0,625.0,303.2166998011928,302.0
BGLIB1220-24_r_1.3_s_100_BGLIB1220-24,BGLIB1220-24,3064416,63,9,1542,0.0,21.0,2.906614785992218,0.0
BGLIB1187-24_r_1.3_s_100_BGLIB1187-24,BGLIB1187-24,10551737,999,1,1509,12.0,94.0,51.57256461232604,53.0
BGE00412-NC_r_1.5_s_100_BGE00412-NC,BGE00412-NC,636588,0,0,1539,0,0,0,0
BGLIB1183-24_r_1.5_s_100_BGLIB1183-24,BGLIB1183-24,21788655,3075,2,1509,0.0,517.0,198.09940357852884,195.0
BGLIB1205-24_r_1.5_s_100_BGLIB1205-24,BGLIB1205-24,5147000,21,360,1509,0.0,17.0,1.1192842942345924,0.0
BGLIB1172-24_r_1.3_s_100_BGLIB1172-24,BGLIB1172-24,11739665,1961,14,1533,28.0,237.0,113.3228962818004,108.0
BGLIB1151-24_r_1_s_50_BGLIB1151-24,BGLIB1151-24,2294449,5686,88,1533,0.0,523.0,346.7671232876712,342.0
BGLIB1233-24_r_1_s_50_BGLIB1233-24,BGLIB1233-24,10143855,3174,80,1533,56.0,182.0,112.89041095890411,110.0
BGLIB1211-24_r_1_s_50_BGLIB1211-24,BGLIB1211-24,6785837,626,284,1509,0.0,55.0,22.7117296222664,23.0
BGLIB1168-24_r_1.5_s_50_BGLIB1168-24,BGLIB1168-24,15502198,3591,506,1533,0.0,331.0,130.02544031311155,117.0
BGLIB1165-24_r_1.3_s_100_BGLIB1165-24,BGLIB1165-24,14346090,1079,393,1533,0.0,134.0,57.69471624266145,54.0
BGLIB1203-24_r_1_s_100_BGLIB1203-24,BGLIB1203-24,13602838,3814,164,1509,73.0,408.0,211.58051689860835,201.0
BGLIB1161-24_r_1_s_100_BGLIB1161-24,BGLIB1161-24,3781052,240,39,1533,0.0,68.0,12.937377690802348,5.0
BGLIB1195-24_r_1_s_50_BGLIB1195-24,BGLIB1195-24,16094202,6748,2046,1509,191.0,577.0,374.1709741550696,368.0
BGLIB1193-24_r_1_s_100_BGLIB1193-24,BGLIB1193-24,16909466,962,78,1509,19.0,124.0,56.36779324055666,53.0
BGLIB1184-24_r_1_s_100_BGLIB1184-24,BGLIB1184-24,13095651,372,150,1509,2.0,43.0,23.09145129224652,24.0
BGLIB1197-24_r_1_s_100_BGLIB1197-24,BGLIB1197-24,13281701,5137,289,1509,127.0,538.0,293.1113320079523,279.0
BGLIB1224-24_r_1.3_s_100_BGLIB1224-24,BGLIB1224-24,10271966,4117,18,1533,32.0,427.0,212.84148727984345,203.0
BGLIB1185-24_r_1.5_s_100_BGLIB1185-24,BGLIB1185-24,13096697,2159,179,1509,0.0,311.0,137.35188866799206,122.0
BGLIB1154-24_r_1.5_s_50_BGLIB1154-24,BGLIB1154-24,22162888,955,3469,1533,0.0,388.0,41.04500978473581,12.0
BGLIB1150-24_r_1_s_100_BGLIB1150-24,BGLIB1150-24,16390978,41423,1962,1533,1.0,4235.0,2704.463796477495,2639.0
BGLIB1223-24_r_1.3_s_100_BGLIB1223-24,BGLIB1223-24,11229587,432,42,1542,0.0,62.0,22.22762645914397,22.0
BGLIB1143-24_r_1.3_s_100_BGLIB1143-24,BGLIB1143-24,4859736,97,183,1542,0.0,52.0,7.198443579766537,3.0
BGLIB1199-24_r_1.3_s_100_BGLIB1199-24,BGLIB1199-24,8926442,602,318,1509,0.0,74.0,29.94831013916501,28.0
BGLIB1199-24_r_1.5_s_50_BGLIB1199-24,BGLIB1199-24,8926442,1783,318,1509,0.0,146.0,61.586481113320076,62.0
BGLIB1145-24_r_1_s_50_BGLIB1145-24,BGLIB1145-24,12324479,1477,1531,1533,0.0,228.0,78.17221135029354,68.0
BGLIB1188-24_r_1_s_50_BGLIB1188-24,BGLIB1188-24,8157687,5182,45,1509,30.0,406.0,191.48707753479124,192.0
BGLIB1234-24_r_1.5_s_50_BGLIB1234-24,BGLIB1234-24,2205782,52,117,1536,0.0,14.0,1.71875,0.0
BGLIB1156-24_r_1_s_50_BGLIB1156-24,BGLIB1156-24,18024591,5317,3643,1533,0.0,1295.0,279.01174168297456,198.0
BGLIB1205-24_r_1.5_s_50_BGLIB1205-24,BGLIB1205-24,5147000,251,360,1509,0.0,27.0,7.8389662027833005,7.0
BGLIB1144-24_r_1_s_100_BGLIB1144-24,BGLIB1144-24,10692583,2605,3463,1542,0.0,376.0,177.6673151750973,164.0
BGLIB1152-24_r_1_s_50_BGLIB1152-24,BGLIB1152-24,9297379,2420,804,1533,6.0,240.0,99.26614481409003,94.0
BGLIB1168-24_r_1_s_50_BGLIB1168-24,BGLIB1168-24,15502198,5018,506,1533,54.0,512.0,200.79843444227006,178.0
BGLIB1212-24_r_1.5_s_50_BGLIB1212-24,BGLIB1212-24,7360716,702,82,1533,0.0,88.0,26.15655577299413,24.0
BGLIB1210-24_r_1.5_s_50_BGLIB1210-24,BGLIB1210-24,13688425,806,30,1509,0.0,102.0,36.03976143141153,36.0
BGLIB1150-24_r_1.3_s_50_BGLIB1150-24,BGLIB1150-24,16390978,49298,1962,1533,3.0,4672.0,2887.651663405088,2773.0
BGLIB1206-24_r_1.3_s_100_BGLIB1206-24,BGLIB1206-24,2510205,17951,2344,1509,335.0,1628.0,965.6520874751491,925.0
BGLIB1214-24_r_1_s_50_BGLIB1214-24,BGLIB1214-24,16558397,8781,436,1530,165.0,653.0,340.221568627451,328.0
BGLIB1160-24_r_1_s_50_BGLIB1160-24,BGLIB1160-24,12512964,2600,752,1533,22.0,286.0,93.42465753424658,78.0
BGLIB1144-24_r_1.3_s_50_BGLIB1144-24,BGLIB1144-24,10692583,2651,3463,1542,0.0,347.0,145.96498054474708,140.0
BGLIB1229-24_r_1.5_s_100_BGLIB1229-24,BGLIB1229-24,13881036,2214,267,1533,6.0,288.0,107.22504892367905,98.0
BGLIB1192-24_r_1_s_50_BGLIB1192-24,BGLIB1192-24,10657977,2022,290,1509,45.0,203.0,110.39165009940358,108.0
BGLIB1221-24_r_1.5_s_50_BGLIB1221-24,BGLIB1221-24,2421782,330,149,1542,0.0,150.0,14.464980544747082,11.0
BGLIB1151-24_r_1.3_s_50_BGLIB1151-24,BGLIB1151-24,2294449,5590,88,1533,0.0,522.0,341.26223091976516,337.0
BGLIB1197-24_r_1.5_s_100_BGLIB1197-24,BGLIB1197-24,13281701,4264,289,1509,0.0,532.0,236.75745526838966,225.0
BGLIB1202-24_r_1.5_s_50_BGLIB1202-24,BGLIB1202-24,7241798,2153,332,1509,6.0,273.0,73.99602385685884,62.0
BGLIB1148-24_r_1_s_50_BGLIB1148-24,BGLIB1148-24,13244173,5909,30,1533,10.0,490.0,291.29745596868884,289.0
BGLIB1209-24_r_1.3_s_50_BGLIB1209-24,BGLIB1209-24,14095968,4239,774,1509,0.0,388.0,209.3200795228628,206.0
BGLIB1190-24_r_1.5_s_50_BGLIB1190-24,BGLIB1190-24,8496600,474,1015,1509,0.0,64.0,13.065606361829026,8.0
BGLIB1160-24_r_1.5_s_100_BGLIB1160-24,BGLIB1160-24,12512964,547,752,1533,0.0,153.0,26.72211350293542,20.0
BGLIB1232-24_r_1_s_50_BGLIB1232-24,BGLIB1232-24,15238276,5663,79,1533,98.0,316.0,200.52250489236792,197.0
BGLIB1178-24_r_1.5_s_50_BGLIB1178-24,BGLIB1178-24,4170832,163,227,1533,0.0,44.0,7.778864970645793,2.0
BGLIB1227-24_r_1_s_100_BGLIB1227-24,BGLIB1227-24,15784526,3624,657,1533,50.0,440.0,196.55968688845402,195.0
BGLIB1174-24_r_1_s_50_BGLIB1174-24,BGLIB1174-24,852462,13,28,1533,0.0,6.0,0.8317025440313112,0.0
BGLIB1175-24_r_1.3_s_50_BGLIB1175-24,BGLIB1175-24,10985012,261,22,1533,0.0,42.0,10.784735812133073,10.0
BGE00412-NC_r_1_s_50_BGE00412-NC,BGE00412-NC,636588,0,0,1539,0,0,0,0
BGLIB1202-24_r_1.3_s_50_BGLIB1202-24,BGLIB1202-24,7241798,2396,332,1509,28.0,285.0,84.37375745526839,74.0
BGLIB1173-24_r_1.3_s_100_BGLIB1173-24,BGLIB1173-24,1556551,14,76,1533,0.0,8.0,0.9197651663405088,0.0
BGLIB1214-24_r_1_s_100_BGLIB1214-24,BGLIB1214-24,16558397,3523,436,1530,40.0,416.0,185.2450980392157,173.0
BGLIB1181-24_r_1.3_s_50_BGLIB1181-24,BGLIB1181-24,4736282,1069,156,1509,24.0,93.0,51.992047713717696,50.0
BGLIB1211-24_r_1.3_s_100_BGLIB1211-24,BGLIB1211-24,6785837,118,284,1509,0.0,22.0,5.980119284294235,6.0
BGLIB1230-24_r_1_s_50_BGLIB1230-24,BGLIB1230-24,14281343,3383,562,1533,54.0,225.0,130.31506849315068,124.0
BGLIB1234-24_r_1.3_s_100_BGLIB1234-24,BGLIB1234-24,2205782,32,117,1536,0.0,13.0,1.529296875,0.0
BGLIB1231-24_r_1_s_50_BGLIB1231-24,BGLIB1231-24,14239222,1818,19,1533,15.0,114.0,59.911937377690805,59.0
BGLIB1176-24_r_1.5_s_50_BGLIB1176-24,BGLIB1176-24,12300989,500,666,1533,0.0,52.0,18.565557729941293,19.0
BGLIB1155-24_r_1.3_s_100_BGLIB1155-24,BGLIB1155-24,14180134,363,4722,1533,0.0,241.0,29.367906066536204,1.0
BGLIB1223-24_r_1.3_s_50_BGLIB1223-24,BGLIB1223-24,11229587,1756,42,1542,0.0,164.0,61.40272373540856,58.0
BGLIB1165-24_r_1_s_100_BGLIB1165-24,BGLIB1165-24,14346090,1249,393,1533,5.0,152.0,70.87866927592955,72.0
BGLIB1208-24_r_1_s_100_BGLIB1208-24,BGLIB1208-24,25711538,6281,2015,1509,237.0,721.0,481.662027833002,486.0
BGLIB1174-24_r_1.3_s_50_BGLIB1174-24,BGLIB1174-24,852462,0,28,1533,0,0,0,0
BGLIB1205-24_r_1.3_s_50_BGLIB1205-24,BGLIB1205-24,5147000,354,360,1509,0.0,46.0,11.97614314115308,10.0
BGLIB1149-24_r_1_s_100_BGLIB1149-24,BGLIB1149-24,9871849,470,311,1533,0.0,136.0,29.199608610567516,23.0
BGLIB1218-24_r_1_s_50_BGLIB1218-24,BGLIB1218-24,2407702,135,42,1542,0.0,69.0,6.626459143968872,0.5
BGLIB1189-24_r_1.5_s_50_BGLIB1189-24,BGLIB1189-24,17130348,5339,33,1509,0.0,454.0,251.03777335984094,268.0
BGLIB1219-24_r_1.3_s_100_BGLIB1219-24,BGLIB1219-24,8005061,462,271,1542,0.0,106.0,24.636186770428015,19.5
BGLIB1188-24_r_1.3_s_100_BGLIB1188-24,BGLIB1188-24,8157687,1488,45,1509,4.0,198.0,75.48111332007953,70.0
BGLIB1173-24_r_1_s_50_BGLIB1173-24,BGLIB1173-24,1556551,64,76,1533,0.0,18.0,3.6007827788649704,0.0
BGLIB1182-24_r_1_s_50_BGLIB1182-24,BGLIB1182-24,3035422,12926,1,1509,210.0,1502.0,582.8588469184891,498.0
BGLIB1232-24_r_1_s_100_BGLIB1232-24,BGLIB1232-24,15238276,1917,79,1533,32.0,214.0,94.36790606653621,88.0
BGLIB1186-24_r_1.3_s_100_BGLIB1186-24,BGLIB1186-24,3122807,64,169,1509,0.0,30.0,3.900596421471173,0.0
BGLIB1144-24_r_1.5_s_50_BGLIB1144-24,BGLIB1144-24,10692583,1928,3463,1542,0.0,284.0,101.88910505836576,98.0
BGLIB1219-24_r_1.5_s_100_BGLIB1219-24,BGLIB1219-24,8005061,419,271,1542,0.0,84.0,20.974708171206224,14.0
BGLIB1173-24_r_1.3_s_50_BGLIB1173-24,BGLIB1173-24,1556551,18,76,1533,0.0,8.0,1.0684931506849316,0.0
BGLIB1196-24_r_1_s_100_BGLIB1196-24,BGLIB1196-24,17164218,4083,327,1509,108.0,395.0,247.35387673956262,241.0
BGLIB1217-24_r_1.5_s_100_BGLIB1217-24,BGLIB1217-24,6633524,152,315,1542,0.0,46.0,7.546692607003891,0.0
BGLIB1217-24_r_1_s_50_BGLIB1217-24,BGLIB1217-24,6633524,872,315,1542,0.0,204.0,41.41050583657587,33.0
BGLIB1159-24_r_1.5_s_100_BGLIB1159-24,BGLIB1159-24,3748315,46,385,1533,0.0,46.0,3.238747553816047,0.0
BGLIB1167-24_r_1_s_100_BGLIB1167-24,BGLIB1167-24,13973345,705,2929,1533,0.0,175.0,45.84931506849315,36.0
BGLIB1221-24_r_1.5_s_100_BGLIB1221-24,BGLIB1221-24,2421782,183,149,1542,0.0,52.0,11.90466926070039,4.0
BGLIB1167-24_r_1.5_s_100_BGLIB1167-24,BGLIB1167-24,13973345,222,2929,1533,0.0,70.0,10.275929549902152,8.0
BGLIB1212-24_r_1.5_s_100_BGLIB1212-24,BGLIB1212-24,7360716,278,82,1533,0.0,48.0,13.778864970645792,10.0
BGLIB1191-24_r_1.5_s_100_BGLIB1191-24,BGLIB1191-24,13607511,7469,304,1509,0.0,1035.0,396.6998011928429,391.0
BGLIB1198-24_r_1.3_s_100_BGLIB1198-24,BGLIB1198-24,12221550,5489,1292,1509,52.0,625.0,307.15904572564614,300.0
BGLIB1187-24_r_1.5_s_100_BGLIB1187-24,BGLIB1187-24,10551737,905,1,1509,1.0,89.0,45.67395626242545,44.0
BGLIB1143-24_r_1.5_s_50_BGLIB1143-24,BGLIB1143-24,4859736,43,183,1542,0.0,17.0,2.2587548638132295,0.0
BGLIB1182-24_r_1.5_s_100_BGLIB1182-24,BGLIB1182-24,3035422,6156,1,1509,0.0,1078.0,335.3777335984095,283.0
BGLIB1208-24_r_1_s_50_BGLIB1208-24,BGLIB1208-24,25711538,7723,2015,1509,289.0,832.0,527.4214711729622,517.0
BGLIB1164-24_r_1.5_s_100_BGLIB1164-24,BGLIB1164-24,18788055,5168,240,1533,112.0,526.0,355.0332681017613,359.0
BGLIB1180-24_r_1_s_100_BGLIB1180-24,BGLIB1180-24,2845786,571,171,1545,0.0,61.0,36.335922330097084,37.0
BGLIB1189-24_r_1.3_s_50_BGLIB1189-24,BGLIB1189-24,17130348,6544,33,1509,22.0,462.0,309.7117296222664,320.0
BGLIB1173-24_r_1.5_s_50_BGLIB1173-24,BGLIB1173-24,1556551,12,76,1533,0.0,8.0,0.4931506849315068,0.0
BGLIB1182-24_r_1.5_s_50_BGLIB1182-24,BGLIB1182-24,3035422,10229,1,1509,0.0,1464.0,458.337972166998,413.0
BGLIB1225-24_r_1_s_50_BGLIB1225-24,BGLIB1225-24,12623296,1868,2816,1533,2.0,513.0,114.63209393346379,81.0
BGLIB1188-24_r_1.3_s_50_BGLIB1188-24,BGLIB1188-24,8157687,4869,45,1509,4.0,399.0,178.15308151093438,182.0
BGLIB1215-24_r_1_s_100_BGLIB1215-24,BGLIB1215-24,4065289,220,386,1530,0.0,76.0,16.54901960784314,7.0
BGLIB1228-24_r_1.3_s_100_BGLIB1228-24,BGLIB1228-24,10108004,4902,69,1533,135.0,462.0,273.10371819960864,273.0
BGLIB1163-24_r_1.5_s_100_BGLIB1163-24,BGLIB1163-24,14515608,2389,721,1533,24.0,266.0,141.1545988258317,142.0
BGLIB1174-24_r_1_s_100_BGLIB1174-24,BGLIB1174-24,852462,7,28,1533,0.0,4.0,0.6320939334637965,0.0
BGLIB1201-24_r_1.3_s_100_BGLIB1201-24,BGLIB1201-24,13437564,567,283,1509,0.0,87.0,28.669980119284293,28.0
BGLIB1152-24_r_1.3_s_100_BGLIB1152-24,BGLIB1152-24,9297379,342,804,1533,0.0,105.0,20.142857142857142,10.0
BGLIB1158-24_r_1.3_s_50_BGLIB1158-24,BGLIB1158-24,13264612,947,1120,1533,0.0,94.0,29.54794520547945,26.0
BGLIB1183-24_r_1_s_50_BGLIB1183-24,BGLIB1183-24,21788655,5909,2,1509,147.0,628.0,323.713717693837,323.0
BGLIB1213-24_r_1_s_100_BGLIB1213-24,BGLIB1213-24,17066440,3217,1185,1533,0.0,334.0,176.67906066536204,175.0
BGLIB1155-24_r_1.5_s_50_BGLIB1155-24,BGLIB1155-24,14180134,332,4722,1533,0.0,108.0,11.238747553816047,0.0
BGLIB1161-24_r_1_s_50_BGLIB1161-24,BGLIB1161-24,3781052,448,39,1533,0.0,72.0,19.667318982387474,16.0
BGLIB1163-24_r_1.3_s_50_BGLIB1163-24,BGLIB1163-24,14515608,3490,721,1533,54.0,294.0,180.96086105675147,179.0
BGLIB1213-24_r_1.3_s_50_BGLIB1213-24,BGLIB1213-24,17066440,6679,1185,1533,0.0,541.0,255.67123287671234,250.0
BGLIB1190-24_r_1_s_50_BGLIB1190-24,BGLIB1190-24,8496600,1235,1015,1509,0.0,151.0,57.514910536779325,46.0
