Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BSCRO444-24_r_1_s_50_BSCRO444-24,BSCRO444-24,7302599,314,50,1536,0.0,44.0,16.3359375,14.0
BSCRO458-24_r_1.3_s_100_BSCRO458-24,BSCRO458-24,5782480,538,110,1530,3.0,95.0,47.772549019607844,46.0
BSCRO427-24_r_1_s_50_BSCRO427-24,BSCRO427-24,4920902,597,59,1536,21.0,88.0,59.599609375,62.0
BSCRO419-24_r_1.5_s_50_BSCRO419-24,BSCRO419-24,5370717,77,615,1533,0.0,53.0,4.459882583170255,0.0
BSCRO412-24_r_1_s_100_BSCRO412-24,BSCRO412-24,5857758,159,5,1530,3.0,22.0,13.649019607843137,14.0
BSCRO444-24_r_1.5_s_50_BSCRO444-24,BSCRO444-24,7302599,138,50,1536,0.0,36.0,8.5859375,7.0
BSCRO384-24_r_1_s_100_BSCRO384-24,BSCRO384-24,7294937,1080,735,1530,40.0,192.0,108.92745098039215,106.0
BSCRO382-24_r_1.5_s_50_BSCRO382-24,BSCRO382-24,11094088,741,1046,1530,0.0,143.0,55.14509803921569,59.0
BSCRO464-24_r_1.3_s_50_BSCRO464-24,BSCRO464-24,6372591,515,19,1533,1.0,50.0,27.825831702544033,28.0
BSCRO450-24_r_1_s_50_BSCRO450-24,BSCRO450-24,3448436,587,1123,1530,0.0,108.0,44.88627450980392,42.0
BSCRO431-24_r_1.5_s_100_BSCRO431-24,BSCRO431-24,11672226,2182,516,1536,0.0,321.0,184.33203125,203.0
BSCRO425-24_r_1.5_s_100_BSCRO425-24,BSCRO425-24,9904243,530,870,1536,0.0,91.0,49.310546875,52.0
BSCRO466-24_r_1.3_s_100_BSCRO466-24,BSCRO466-24,13123561,193,1244,1530,0.0,26.0,14.388235294117647,14.0
BSCRO438-24_r_1.5_s_50_BSCRO438-24,BSCRO438-24,1858775,105,651,1530,0.0,43.0,7.433333333333334,0.0
BSCRO445-24_r_1.5_s_100_BSCRO445-24,BSCRO445-24,5951125,118,219,1536,0.0,21.0,6.4453125,5.5
BSCRO422-24_r_1.3_s_50_BSCRO422-24,BSCRO422-24,9706602,1013,766,1536,0.0,129.0,86.861328125,95.0
BSCRO395-24_r_1_s_100_BSCRO395-24,BSCRO395-24,13923940,360,523,1536,0.0,52.0,29.19140625,31.0
BSCRO396-24_r_1.3_s_50_BSCRO396-24,BSCRO396-24,10830852,560,166,1521,0.0,80.0,38.80473372781065,38.0
BSCRO444-24_r_1.5_s_100_BSCRO444-24,BSCRO444-24,7302599,102,50,1536,0.0,26.0,7.662109375,6.0
BSCRO431-24_r_1_s_100_BSCRO431-24,BSCRO431-24,11672226,2785,516,1536,0.0,351.0,235.36328125,230.0
BSCRO399-24_r_1_s_100_BSCRO399-24,BSCRO399-24,27018986,1307,2094,1533,0.0,188.0,120.24070450097847,122.0
BSCRO406-24_r_1.5_s_50_BSCRO406-24,BSCRO406-24,3751126,192,1119,1551,0.0,50.0,11.508704061895552,5.0
BSCRO396-24_r_1.3_s_100_BSCRO396-24,BSCRO396-24,10830852,433,166,1521,0.0,63.0,35.40236686390533,35.0
BSCRO442-24_r_1.3_s_50_BSCRO442-24,BSCRO442-24,4300015,1251,498,1530,5.0,218.0,80.7921568627451,78.0
BSCRO394-24_r_1.3_s_100_BSCRO394-24,BSCRO394-24,7134330,101,135,1533,0.0,30.0,7.923679060665362,7.0
BSCRO448-24_r_1.3_s_100_BSCRO448-24,BSCRO448-24,6656420,205,374,1533,0.0,28.0,14.36986301369863,15.0
BSCRO392-24_r_1_s_100_BSCRO392-24,BSCRO392-24,3686885,897,612,1536,0.0,232.0,83.173828125,72.0
