ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
1	2	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	641	1518	Braconidae	BGENL1046-24_r_1_s_50	Blacus paganus	0	BGENL1046-24	1	50	False	False	583948	143	115	1542	0.0	35.0	11.145914396887159	9.0	Naturalis Biodiversity Center	1	6
1	10	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	623	1458	Braconidae	BGENL1046-24_r_1_s_100	Blacus paganus	0	BGENL1046-24	1	100	False	False	583948	121	115	1542	0.0	35.0	10.443579766536965	9.0	Naturalis Biodiversity Center	1	6
1	2	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	641	1299	Braconidae	BGENL1046-24_r_1.3_s_50	Blacus paganus	0	BGENL1046-24	1.3	50	False	False	583948	89	115	1542	0.0	22.0	6.754863813229572	5.0	Naturalis Biodiversity Center	1	6
1	2	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	623	1239	Braconidae	BGENL1046-24_r_1.3_s_100	Blacus paganus	0	BGENL1046-24	1.3	100	False	False	583948	81	115	1542	0.0	22.0	6.501945525291829	5.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	453	1026	Braconidae	BGENL1046-24_r_1.5_s_50	Blacus paganus	0	BGENL1046-24	1.5	50	False	False	583948	64	115	1542	0.0	22.0	4.990272373540856	2.0	Naturalis Biodiversity Center	1	6
0	1	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	432	963	Braconidae	BGENL1046-24_r_1.5_s_100	Blacus paganus	0	BGENL1046-24	1.5	100	False	False	583948	60	115	1542	0.0	22.0	4.861867704280155	2.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1047-24_r_1_s_50	Blacus paganus	0	BGENL1047-24	1	50	False	False	8277980	1967	60	1542	0.0	237.0	160.14396887159532	165.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1047-24_r_1_s_100	Blacus paganus	0	BGENL1047-24	1	100	False	False	8277980	1667	60	1542	0.0	228.0	149.96108949416342	158.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1476	Braconidae	BGENL1047-24_r_1.3_s_50	Blacus paganus	0	BGENL1047-24	1.3	50	False	False	8277980	1528	60	1542	0.0	201.0	130.43385214007782	152.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1425	Braconidae	BGENL1047-24_r_1.3_s_100	Blacus paganus	0	BGENL1047-24	1.3	100	False	False	8277980	1406	60	1542	0.0	200.0	126.63035019455253	149.0	Naturalis Biodiversity Center	1	6
0	3	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1383	Braconidae	BGENL1047-24_r_1.5_s_50	Blacus paganus	0	BGENL1047-24	1.5	50	False	False	8277980	894	60	1542	0.0	195.0	72.14591439688716	53.5	Naturalis Biodiversity Center	1	6
