Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGE00141-NC_r_1_s_100_BGE00141-NC,BGE00141-NC,365938,66,140,1539,0.0,24.0,7.251461988304094,5.0
MUSBA3219-25_r_1.5_s_50_MUSBA3219-25,MUSBA3219-25,7307785,418,101,1572,0.0,83.0,42.353053435114504,45.0
MUSBA3202-25_r_1.5_s_100_MUSBA3202-25,MUSBA3202-25,3570983,18,372,1596,0.0,15.0,1.2161654135338347,0.0
MUSBA3219-25_r_1_s_50_MUSBA3219-25,MUSBA3219-25,7307785,773,101,1572,0.0,114.0,58.69656488549618,54.0
MUSBA3283-25_r_1.5_s_100_MUSBA3283-25,MUSBA3283-25,11113145,273,999,1596,0.0,113.0,23.894736842105264,7.0
MUSBA3253-25_r_1_s_50_MUSBA3253-25,MUSBA3253-25,7023888,305,269,1596,0.0,76.0,15.642857142857142,14.0
MUSBA3259-25_r_1.5_s_100_MUSBA3259-25,MUSBA3259-25,6710132,167,738,1554,0.0,39.0,19.283783783783782,19.0
MUSBA3190-25_r_1.5_s_100_MUSBA3190-25,MUSBA3190-25,3252797,177,2,1596,0.0,30.0,16.708646616541355,18.0
MUSBA3210-25_r_1.5_s_100_MUSBA3210-25,MUSBA3210-25,7180912,138,1143,1554,0.0,39.0,12.90926640926641,8.0
MUSBA3265-25_r_1.3_s_100_MUSBA3265-25,MUSBA3265-25,8630383,264,590,1596,7.0,38.0,20.50375939849624,20.0
MUSBA3266-25_r_1_s_100_MUSBA3266-25,MUSBA3266-25,8680908,243,514,1596,6.0,37.0,19.646616541353385,20.0
MUSBA3200-25_r_1_s_50_MUSBA3200-25,MUSBA3200-25,2362949,215,187,1596,0.0,40.0,13.588345864661655,12.0
MUSBA3198-25_r_1.3_s_100_MUSBA3198-25,MUSBA3198-25,4670019,38,23,1572,0.0,11.0,2.4122137404580153,2.0
MUSBA3233-25_r_1.3_s_100_MUSBA3233-25,MUSBA3233-25,7526582,408,1271,1554,0.0,65.0,44.592664092664094,48.0
MUSBA3212-25_r_1.3_s_100_MUSBA3212-25,MUSBA3212-25,2421813,154,10,1572,3.0,28.0,14.65267175572519,14.0
MUSBA3224-25_r_1.3_s_50_MUSBA3224-25,MUSBA3224-25,9273513,393,94,1554,0.0,64.0,33.76447876447877,33.0
MUSBA3221-25_r_1.3_s_100_MUSBA3221-25,MUSBA3221-25,9354977,303,464,1554,0.0,66.0,31.963320463320464,37.0
MUSBA3204-25_r_1_s_100_MUSBA3204-25,MUSBA3204-25,8663949,1313,816,1545,0.0,288.0,128.4485436893204,130.0
MUSBA3252-25_r_1.5_s_50_MUSBA3252-25,MUSBA3252-25,7928902,251,532,1554,0.0,48.0,17.72972972972973,18.0
MUSBA3221-25_r_1.5_s_100_MUSBA3221-25,MUSBA3221-25,9354977,189,464,1554,0.0,52.0,20.422779922779924,15.0
MUSBA3213-25_r_1.5_s_100_MUSBA3213-25,MUSBA3213-25,6491133,212,106,1551,0.0,40.0,21.224371373307545,22.0
MUSBA3235-25_r_1.5_s_50_MUSBA3235-25,MUSBA3235-25,6000501,67,532,1554,0.0,25.0,3.974903474903475,3.0
MUSBA3257-25_r_1.3_s_100_MUSBA3257-25,MUSBA3257-25,6819269,110,399,1554,0.0,20.0,9.328185328185327,9.0
MUSBA3267-25_r_1.3_s_100_MUSBA3267-25,MUSBA3267-25,7536844,288,761,1596,9.0,49.0,28.68796992481203,27.0
MUSBA3274-25_r_1_s_50_MUSBA3274-25,MUSBA3274-25,6691692,306,19,1554,0.0,43.0,14.806949806949808,14.0
MUSBA3219-25_r_1.3_s_100_MUSBA3219-25,MUSBA3219-25,7307785,431,101,1572,0.0,86.0,47.099236641221374,48.0
MUSBA3232-25_r_1.3_s_50_MUSBA3232-25,MUSBA3232-25,7813592,374,1129,1554,0.0,73.0,30.403474903474905,30.0
MUSBA3193-25_r_1.3_s_100_MUSBA3193-25,MUSBA3193-25,2653311,21,143,1596,0.0,7.0,2.1353383458646618,1.0
MUSBA3242-25_r_1.5_s_50_MUSBA3242-25,MUSBA3242-25,6062400,75,9,1554,0.0,15.0,4.762548262548263,5.0
MUSBA3256-25_r_1.3_s_100_MUSBA3256-25,MUSBA3256-25,6760362,254,507,1554,0.0,44.0,21.527027027027028,21.0
MUSBA3271-25_r_1_s_50_MUSBA3271-25,MUSBA3271-25,4751299,142,80,1554,0.0,18.0,7.476833976833976,7.0
MUSBA3270-25_r_1.5_s_50_MUSBA3270-25,MUSBA3270-25,4540001,139,280,1596,0.0,50.0,6.204887218045113,5.0
MUSBA3268-25_r_1.3_s_100_MUSBA3268-25,MUSBA3268-25,8430982,253,929,1596,3.0,40.0,21.919172932330827,22.0
MUSBA3189-25_r_1.3_s_50_MUSBA3189-25,MUSBA3189-25,5422048,611,185,1554,0.0,106.0,48.2992277992278,50.0
MUSBA3202-25_r_1_s_50_MUSBA3202-25,MUSBA3202-25,3570983,207,372,1596,0.0,38.0,12.293233082706767,12.0
MUSBA3208-25_r_1.5_s_100_MUSBA3208-25,MUSBA3208-25,2996840,38,219,1554,0.0,12.0,3.61003861003861,3.0
MUSBA3269-25_r_1_s_50_MUSBA3269-25,MUSBA3269-25,7704003,710,1070,1560,0.0,136.0,43.378846153846155,43.0
MUSBA3235-25_r_1.5_s_100_MUSBA3235-25,MUSBA3235-25,6000501,29,532,1554,0.0,10.0,3.212355212355212,1.5
MUSBA3222-25_r_1.3_s_50_MUSBA3222-25,MUSBA3222-25,7805087,595,707,1554,0.0,104.0,53.56370656370656,53.0
MUSBA3283-25_r_1_s_100_MUSBA3283-25,MUSBA3283-25,11113145,1110,999,1596,0.0,206.0,108.3515037593985,111.0
MUSBA3268-25_r_1.5_s_100_MUSBA3268-25,MUSBA3268-25,8430982,244,929,1596,2.0,37.0,21.17105263157895,21.0
MUSBA3202-25_r_1.5_s_50_MUSBA3202-25,MUSBA3202-25,3570983,51,372,1596,0.0,17.0,2.095864661654135,1.0
MUSBA3237-25_r_1.5_s_100_MUSBA3237-25,MUSBA3237-25,7353994,152,117,1554,0.0,39.0,14.28957528957529,10.0
MUSBA3240-25_r_1.5_s_100_MUSBA3240-25,MUSBA3240-25,4477308,124,11,1554,0.0,32.0,9.795366795366796,9.0
MUSBA3248-25_r_1.3_s_100_MUSBA3248-25,MUSBA3248-25,9874368,301,0,1554,0.0,72.0,31.27799227799228,29.5
MUSBA3214-25_r_1.5_s_50_MUSBA3214-25,MUSBA3214-25,7953573,116,336,1554,0.0,33.0,10.445945945945946,10.0
MUSBA3205-25_r_1_s_100_MUSBA3205-25,MUSBA3205-25,1811524,147,538,1545,0.0,21.0,11.751456310679611,12.0
MUSBA3198-25_r_1_s_50_MUSBA3198-25,MUSBA3198-25,4670019,122,23,1572,0.0,22.0,5.893129770992366,4.0
MUSBA3255-25_r_1.3_s_50_MUSBA3255-25,MUSBA3255-25,7491384,328,6,1554,12.0,42.0,23.44787644787645,22.0
MUSBA3262-25_r_1.3_s_50_MUSBA3262-25,MUSBA3262-25,7864372,116,2,1554,0.0,50.0,5.254826254826255,4.0
MUSBA3282-25_r_1.5_s_50_MUSBA3282-25,MUSBA3282-25,6436222,730,1285,1596,0.0,324.0,52.68045112781955,25.0
MUSBA3202-25_r_1.3_s_100_MUSBA3202-25,MUSBA3202-25,3570983,44,372,1596,0.0,16.0,4.078947368421052,2.0
MUSBA3217-25_r_1.5_s_100_MUSBA3217-25,MUSBA3217-25,7472440,360,321,1554,0.0,74.0,36.554054054054056,38.0
MUSBA3222-25_r_1.5_s_100_MUSBA3222-25,MUSBA3222-25,7805087,339,707,1554,0.0,99.0,33.78185328185328,23.5
MUSBA3269-25_r_1.5_s_100_MUSBA3269-25,MUSBA3269-25,7704003,40,1070,1560,0.0,25.0,3.205769230769231,0.0
MUSBA3270-25_r_1.5_s_100_MUSBA3270-25,MUSBA3270-25,4540001,72,280,1596,0.0,11.0,4.642857142857143,4.0
MUSBA3249-25_r_1.3_s_100_MUSBA3249-25,MUSBA3249-25,6780175,67,676,1554,0.0,13.0,4.492277992277992,3.0
MUSBA3280-25_r_1_s_50_MUSBA3280-25,MUSBA3280-25,10352844,379,23,1596,0.0,75.0,15.63345864661654,14.0
MUSBA3220-25_r_1.3_s_50_MUSBA3220-25,MUSBA3220-25,8975181,528,664,1572,25.0,79.0,50.06870229007634,49.0
MUSBA3209-25_r_1_s_100_MUSBA3209-25,MUSBA3209-25,2321980,97,0,1554,0.0,26.0,11.801158301158301,11.0
MUSBA3255-25_r_1_s_50_MUSBA3255-25,MUSBA3255-25,7491384,1656,6,1554,14.0,1230.0,62.61969111969112,26.0
MUSBA3243-25_r_1_s_50_MUSBA3243-25,MUSBA3243-25,4642600,200,47,1554,0.0,29.0,12.426640926640927,12.0
MUSBA3194-25_r_1_s_50_MUSBA3194-25,MUSBA3194-25,3099286,753,0,1572,0.0,331.0,49.3263358778626,42.0
MUSBA3260-25_r_1.5_s_100_MUSBA3260-25,MUSBA3260-25,2682174,164,41,1554,0.0,44.0,18.225868725868725,16.0
MUSBA3261-25_r_1_s_50_MUSBA3261-25,MUSBA3261-25,8686257,284,26,1554,0.0,59.0,11.55984555984556,8.0
MUSBA3282-25_r_1_s_50_MUSBA3282-25,MUSBA3282-25,6436222,2823,1285,1596,0.0,527.0,251.65037593984962,265.5
MUSBA3234-25_r_1_s_100_MUSBA3234-25,MUSBA3234-25,6892427,134,69,1554,0.0,26.0,14.579150579150578,15.0
MUSBA3189-25_r_1_s_50_MUSBA3189-25,MUSBA3189-25,5422048,801,185,1554,0.0,108.0,62.318532818532816,64.0
MUSBA3253-25_r_1.5_s_50_MUSBA3253-25,MUSBA3253-25,7023888,151,269,1596,0.0,26.0,9.599624060150376,10.0
MUSBA3193-25_r_1.5_s_50_MUSBA3193-25,MUSBA3193-25,2653311,38,143,1596,0.0,9.0,2.3796992481203008,2.0
MUSBA3226-25_r_1.5_s_50_MUSBA3226-25,MUSBA3226-25,7885387,171,177,1554,0.0,44.0,14.776061776061775,13.0
MUSBA3261-25_r_1.3_s_100_MUSBA3261-25,MUSBA3261-25,8686257,52,26,1554,0.0,13.0,3.9864864864864864,3.0
MUSBA3209-25_r_1_s_50_MUSBA3209-25,MUSBA3209-25,2321980,139,0,1554,0.0,28.0,12.916988416988417,12.0
MUSBA3190-25_r_1.3_s_100_MUSBA3190-25,MUSBA3190-25,3252797,221,2,1596,0.0,32.0,20.116541353383457,22.0
MUSBA3280-25_r_1.3_s_100_MUSBA3280-25,MUSBA3280-25,10352844,61,23,1596,0.0,16.0,4.033834586466165,2.0
MUSBA3262-25_r_1_s_50_MUSBA3262-25,MUSBA3262-25,7864372,256,2,1554,0.0,58.0,11.032818532818533,10.0
MUSBA3282-25_r_1.3_s_50_MUSBA3282-25,MUSBA3282-25,6436222,1587,1285,1596,0.0,491.0,131.71428571428572,111.0
MUSBA3249-25_r_1.5_s_50_MUSBA3249-25,MUSBA3249-25,6780175,66,676,1554,0.0,15.0,3.951737451737452,3.0
MUSBA3224-25_r_1.5_s_100_MUSBA3224-25,MUSBA3224-25,9273513,182,94,1554,0.0,63.0,19.51930501930502,12.0
MUSBA3250-25_r_1_s_50_MUSBA3250-25,MUSBA3250-25,7634687,683,1127,1554,2.0,203.0,45.12741312741313,42.0
MUSBA3267-25_r_1.5_s_100_MUSBA3267-25,MUSBA3267-25,7536844,284,761,1596,9.0,49.0,28.377819548872182,27.0
MUSBA3211-25_r_1.5_s_100_MUSBA3211-25,MUSBA3211-25,3145400,63,207,1554,0.0,22.0,6.646718146718147,4.0
MUSBA3214-25_r_1_s_100_MUSBA3214-25,MUSBA3214-25,7953573,125,336,1554,0.0,35.0,13.822393822393822,13.0
MUSBA3263-25_r_1.5_s_100_MUSBA3263-25,MUSBA3263-25,9714412,29,808,1554,0.0,11.0,2.4266409266409266,1.0
MUSBA3189-25_r_1.3_s_100_MUSBA3189-25,MUSBA3189-25,5422048,520,185,1554,0.0,101.0,45.270270270270274,48.5
MUSBA3217-25_r_1_s_100_MUSBA3217-25,MUSBA3217-25,7472440,463,321,1554,0.0,74.0,46.277992277992276,46.0
MUSBA3270-25_r_1.3_s_50_MUSBA3270-25,MUSBA3270-25,4540001,231,280,1596,1.0,118.0,9.103383458646617,7.0
MUSBA3257-25_r_1_s_100_MUSBA3257-25,MUSBA3257-25,6819269,125,399,1554,0.0,20.0,10.801158301158301,11.0
MUSBA3264-25_r_1_s_50_MUSBA3264-25,MUSBA3264-25,10359270,915,1839,1596,17.0,254.0,48.015037593984964,39.0
MUSBA3278-25_r_1.3_s_100_MUSBA3278-25,MUSBA3278-25,11256626,99,33,1596,0.0,26.0,7.327067669172933,3.0
MUSBA3276-25_r_1.3_s_50_MUSBA3276-25,MUSBA3276-25,7216765,225,249,1554,0.0,32.0,16.368725868725868,17.0
MUSBA3276-25_r_1_s_100_MUSBA3276-25,MUSBA3276-25,7216765,201,249,1554,0.0,32.0,17.882239382239383,18.0
MUSBA3277-25_r_1_s_50_MUSBA3277-25,MUSBA3277-25,10697009,580,3,1554,2.0,105.0,34.465250965250966,33.0
MUSBA3229-25_r_1_s_50_MUSBA3229-25,MUSBA3229-25,7779191,675,742,1572,1.0,100.0,43.50190839694657,41.0
MUSBA3276-25_r_1.5_s_50_MUSBA3276-25,MUSBA3276-25,7216765,126,249,1554,0.0,27.0,9.322393822393822,9.0
MUSBA3245-25_r_1.5_s_100_MUSBA3245-25,MUSBA3245-25,7912995,104,1116,1554,0.0,32.0,9.706563706563706,10.5
MUSBA3227-25_r_1.3_s_50_MUSBA3227-25,MUSBA3227-25,7190934,277,19,1554,0.0,50.0,24.546332046332047,24.5
