Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BBIOP1687-24_r_1.5_s_50_BBIOP1687-24,BBIOP1687-24,3704000,529,305,1539,0.0,80.0,16.17738791423002,15.0
BBIOP1637-24_r_1.5_s_100_BBIOP1637-24,BBIOP1637-24,2475237,75,748,1548,0.0,15.0,4.292635658914729,2.0
BBIOP1676-24_r_1.5_s_100_BBIOP1676-24,BBIOP1676-24,2000203,16774,398,1539,181.0,2082.0,1163.0116959064328,1143.0
BBIOP1675-24_r_1_s_100_BBIOP1675-24,BBIOP1675-24,4266455,5942,222,1539,20.0,1137.0,326.3840155945419,236.0
BBIOP1672-24_r_1_s_100_BBIOP1672-24,BBIOP1672-24,4233430,353,48,1539,2.0,54.0,17.360623781676413,16.0
BBIOP1623-24_r_1_s_50_BBIOP1623-24,BBIOP1623-24,5551920,1206,1798,1542,0.0,257.0,78.3715953307393,78.5
BBIOP1706-24_r_1.3_s_100_BBIOP1706-24,BBIOP1706-24,3800630,49,566,1530,0.0,20.0,3.0352941176470587,2.0
BBIOP1630-24_r_1_s_50_BBIOP1630-24,BBIOP1630-24,3934452,1828,27,1542,29.0,179.0,81.59922178988327,76.0
BBIOP1688-24_r_1_s_100_BBIOP1688-24,BBIOP1688-24,3934350,455,242,1539,0.0,85.0,23.555555555555557,19.0
BBIOP1636-24_r_1.5_s_50_BBIOP1636-24,BBIOP1636-24,6121083,2266,5,1542,34.0,254.0,175.08365758754863,181.0
BBIOP1635-24_r_1.3_s_50_BBIOP1635-24,BBIOP1635-24,8521916,2725,23,1542,135.0,279.0,193.72373540856032,194.0
BBIOP1677-24_r_1.5_s_50_BBIOP1677-24,BBIOP1677-24,5815089,146,32,1539,0.0,23.0,8.226120857699804,7.0
BBIOP1707-24_r_1.3_s_50_BBIOP1707-24,BBIOP1707-24,1639845,65,550,1530,0.0,21.0,3.131372549019608,1.0
BBIOP1666-24_r_1.3_s_100_BBIOP1666-24,BBIOP1666-24,1770322,761,398,1548,0.0,91.0,50.45542635658915,51.0
BBIOP1695-24_r_1.3_s_100_BBIOP1695-24,BBIOP1695-24,4836386,1434,31,1533,21.0,152.0,76.16438356164383,71.0
BGE00590-NC_r_1.3_s_50_BGE00590-NC,BGE00590-NC,1904240,200,718,1539,0.0,56.0,8.25925925925926,1.0
BBIOP1624-24_r_1_s_50_BBIOP1624-24,BBIOP1624-24,4295431,474,274,1545,4.0,49.0,18.99611650485437,17.0
BBIOP1627-24_r_1.3_s_100_BBIOP1627-24,BBIOP1627-24,5849645,3431,132,1545,0.0,554.0,196.19417475728156,169.0
BBIOP1698-24_r_1.3_s_50_BBIOP1698-24,BBIOP1698-24,6883751,1143,79,1533,22.0,91.0,54.25244618395303,53.0
BBIOP1640-24_r_1.5_s_100_BBIOP1640-24,BBIOP1640-24,4557058,366,280,1548,0.0,72.0,17.125968992248062,14.0
BBIOP1685-24_r_1_s_100_BBIOP1685-24,BBIOP1685-24,1637711,166,537,1539,0.0,48.0,15.9317738791423,12.0
BBIOP1628-24_r_1_s_50_BBIOP1628-24,BBIOP1628-24,4935791,1220,7,1542,1.0,95.0,58.72373540856031,58.0
BBIOP1670-24_r_1.3_s_100_BBIOP1670-24,BBIOP1670-24,4417228,231,1197,1539,0.0,42.0,16.510721247563353,16.0
BBIOP1696-24_r_1.5_s_50_BBIOP1696-24,BBIOP1696-24,9118168,2127,235,1533,48.0,254.0,150.0587084148728,150.0
BBIOP1656-24_r_1.5_s_50_BBIOP1656-24,BBIOP1656-24,4887002,521,109,1548,2.0,49.0,21.242248062015506,19.0
BBIOP1682-24_r_1.3_s_100_BBIOP1682-24,BBIOP1682-24,5766903,132,706,1542,0.0,39.0,7.284046692607004,5.0
BBIOP1625-24_r_1_s_100_BBIOP1625-24,BBIOP1625-24,4528285,391,67,1545,4.0,46.0,21.093203883495146,20.0
BBIOP1689-24_r_1.5_s_50_BBIOP1689-24,BBIOP1689-24,3253658,220,880,1542,0.0,19.0,7.3501945525291825,7.0
BBIOP1674-24_r_1.5_s_50_BBIOP1674-24,BBIOP1674-24,296510,10,106,1539,0.0,2.0,0.34502923976608185,0.0
BBIOP1709-24_r_1.5_s_50_BBIOP1709-24,BBIOP1709-24,13543663,1871,699,1530,33.0,199.0,96.70588235294117,95.0
BBIOP1698-24_r_1.3_s_100_BBIOP1698-24,BBIOP1698-24,6883751,708,79,1533,18.0,69.0,40.845401174168295,39.0
BBIOP1626-24_r_1_s_100_BBIOP1626-24,BBIOP1626-24,7472892,3690,195,1545,0.0,440.0,226.33203883495145,210.0
BBIOP1675-24_r_1.3_s_100_BBIOP1675-24,BBIOP1675-24,4266455,5905,222,1539,20.0,1129.0,322.64717348927877,232.0
BBIOP1684-24_r_1_s_50_BBIOP1684-24,BBIOP1684-24,3461822,558,10,1542,0.0,71.0,20.260700389105057,18.0
BBIOP1694-24_r_1.3_s_50_BBIOP1694-24,BBIOP1694-24,8183856,4333,27,1533,194.0,406.0,290.92954990215264,292.0
BBIOP1685-24_r_1.3_s_100_BBIOP1685-24,BBIOP1685-24,1637711,62,537,1539,0.0,20.0,3.7251461988304095,3.0
BBIOP1675-24_r_1_s_50_BBIOP1675-24,BBIOP1675-24,4266455,11045,222,1539,70.0,2044.0,487.41520467836256,374.0
BBIOP1621-24_r_1.5_s_100_BBIOP1621-24,BBIOP1621-24,3700273,792,546,1542,0.0,111.0,37.88132295719844,37.0
BBIOP1673-24_r_1.5_s_100_BBIOP1673-24,BBIOP1673-24,4070697,59,1186,1539,0.0,20.0,3.9668615984405458,2.0
BBIOP1677-24_r_1.5_s_100_BBIOP1677-24,BBIOP1677-24,5815089,102,32,1539,0.0,20.0,7.120857699805068,6.0
