ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
42	63	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1524	Tortricidae,Endromidae	BGSNL856-24_r_1_s_50	Epiblema confusana	0	BGSNL856-24	1	50	False	False	3356432	405	132	1530	0.0	51.0	16.805882352941175	16.0
8	25	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	569	1371	Zygaenidae,Noctuidae	BGSNL856-24_r_1_s_100	Epiblema confusana	0	BGSNL856-24	1	100	False	False	3356432	143	132	1530	0.0	41.0	9.03921568627451	7.0
13	21	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	657	1509	Tortricidae	BGSNL856-24_r_1.3_s_50	Epiblema confusana	0	BGSNL856-24	1.3	50	False	False	3356432	319	132	1530	0.0	31.0	11.472549019607843	11.0
7	17	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	449	1092	Tortricidae	BGSNL856-24_r_1.3_s_100	Epiblema confusana	0	BGSNL856-24	1.3	100	False	False	3356432	90	132	1530	0.0	21.0	4.901960784313726	4.0
3	10	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	597	1350	Tortricidae	BGSNL856-24_r_1.5_s_50	Epiblema confusana	0	BGSNL856-24	1.5	50	False	False	3356432	244	132	1530	0.0	25.0	7.772549019607843	6.0
4	4	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	368	852	Noctuidae,Crambidae	BGSNL856-24_r_1.5_s_100	Epiblema confusana	0	BGSNL856-24	1.5	100	False	False	3356432	64	132	1530	0.0	15.0	2.819607843137255	1.0
28	76	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	654	1530	Tortricidae	BGSNL857-24_r_1_s_50	Epiblema confusana	0	BGSNL857-24	1	50	False	False	8369711	1082	1136	1530	8.0	180.0	55.001960784313724	48.0
28	64	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	654	1530	Tortricidae	BGSNL857-24_r_1_s_100	Epiblema confusana	0	BGSNL857-24	1	100	False	False	8369711	567	1136	1530	3.0	133.0	38.28823529411765	33.0
20	24	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	655	1530	Tortricidae	BGSNL857-24_r_1.3_s_50	Epiblema confusana	0	BGSNL857-24	1.3	50	False	False	8369711	744	1136	1530	6.0	80.0	31.176470588235293	29.0
34	39	data/BGE00300_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tortricidae	BLAST	family	COI-5P	656	1527	Tortricidae,Noctuidae	BGSNL857-24_r_1.3_s_100	Epiblema confusana	0	BGSNL857-24	1.3	100	False	False	8369711	359	1136	1530	0.0	70.0	19.798039215686273	17.0
