Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGENL1068-24_r_1.3_s_50_BGENL1068-24,BGENL1068-24,657301,38,231,1536,0.0,19.0,1.50390625,1.0
BGENL1095-24_r_1.5_s_100_BGENL1095-24,BGENL1095-24,11469695,3304,18,1536,0.0,655.0,369.859375,417.0
BGENL1122-24_r_1.3_s_50_BGENL1122-24,BGENL1122-24,6225490,270,1001,1536,0.0,41.0,13.119140625,12.0
BGENL1127-24_r_1.3_s_100_BGENL1127-24,BGENL1127-24,7066815,5109,1994,1536,0.0,701.0,474.873046875,501.0
BGENL1105-24_r_1.3_s_100_BGENL1105-24,BGENL1105-24,3282026,450,694,1536,0.0,63.0,37.796875,38.0
BGENL1058-24_r_1_s_50_BGENL1058-24,BGENL1058-24,89826,12,25,1536,0.0,8.0,0.69921875,0.0
BGENL1129-24_r_1.3_s_100_BGENL1129-24,BGENL1129-24,8749437,2011,41,1536,0.0,281.0,191.41796875,197.0
BGENL1060-24_r_1.3_s_100_BGENL1060-24,BGENL1060-24,3472858,2731,300,1533,133.0,399.0,229.8904109589041,207.0
BGENL1050-24_r_1.5_s_100_BGENL1050-24,BGENL1050-24,1227151,3,272,1542,0.0,3.0,0.17120622568093385,0.0
BGENL1076-24_r_1.5_s_100_BGENL1076-24,BGENL1076-24,22977452,1612,162,1536,0.0,337.0,143.310546875,133.0
BGENL1131-24_r_1.5_s_50_BGENL1131-24,BGENL1131-24,5335395,451,401,1536,0.0,70.0,25.060546875,25.0
BGENL1063-24_r_1.3_s_50_BGENL1063-24,BGENL1063-24,7207529,381,1026,1533,12.0,67.0,33.31506849315068,33.0
BGENL1091-24_r_1.3_s_50_BGENL1091-24,BGENL1091-24,5862803,734,364,1536,0.0,101.0,48.572265625,46.0
BGENL1076-24_r_1.3_s_50_BGENL1076-24,BGENL1076-24,22977452,2485,162,1536,0.0,375.0,201.744140625,193.0
BGENL1098-24_r_1_s_100_BGENL1098-24,BGENL1098-24,9855615,1782,1822,1536,0.0,282.0,190.8125,183.5
BGENL1073-24_r_1.3_s_50_BGENL1073-24,BGENL1073-24,6065831,438,200,1536,0.0,53.0,30.830078125,32.0
BGENL1091-24_r_1_s_50_BGENL1091-24,BGENL1091-24,5862803,945,364,1536,0.0,134.0,58.017578125,52.0
BGENL1091-24_r_1_s_100_BGENL1091-24,BGENL1091-24,5862803,620,364,1536,0.0,102.0,48.177734375,45.0
BGENL1129-24_r_1_s_100_BGENL1129-24,BGENL1129-24,8749437,2053,41,1536,0.0,286.0,195.087890625,200.0
BGENL1075-24_r_1.3_s_100_BGENL1075-24,BGENL1075-24,5637738,574,998,1536,0.0,76.0,40.015625,38.0
BGENL1087-24_r_1_s_100_BGENL1087-24,BGENL1087-24,6335778,2083,537,1536,21.0,305.0,178.716796875,178.0
BGENL1126-24_r_1.3_s_100_BGENL1126-24,BGENL1126-24,8551952,442,48,1536,0.0,85.0,43.755859375,44.0
BGENL1064-24_r_1_s_100_BGENL1064-24,BGENL1064-24,8679273,7109,211,1533,417.0,973.0,757.1956947162427,770.0
BGENL1111-24_r_1_s_50_BGENL1111-24,BGENL1111-24,7807773,1498,33,1536,0.0,236.0,115.9375,112.0
BGENL1066-24_r_1.5_s_50_BGENL1066-24,BGENL1066-24,8566898,1167,2347,1536,0.0,220.0,108.904296875,114.0
BGENL1062-24_r_1_s_100_BGENL1062-24,BGENL1062-24,10009793,1542,1666,1533,75.0,219.0,140.23091976516633,137.0
BGENL1135-24_r_1.3_s_50_BGENL1135-24,BGENL1135-24,6644925,5070,1136,1536,25.0,693.0,334.53515625,327.0
BGENL1109-24_r_1.3_s_100_BGENL1109-24,BGENL1109-24,935524,30,477,1536,0.0,18.0,2.376953125,0.0
BGENL1062-24_r_1_s_50_BGENL1062-24,BGENL1062-24,10009793,2083,1666,1533,93.0,270.0,155.95107632093934,155.0
