ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
48	73	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Linyphiidae	BLAST	family	COI-5P	655	1521	Hydrodromidae,Aturidae,Oppiidae,Gonyleptidae	BSCRO571-24_r_1_s_50	Troglohyphantes	0	BSCRO571-24	1	50	False	False	5991997	1216	2225	1533	0.0	205.0	104.74951076320939	109.0
34	53	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Linyphiidae	BLAST	family	COI-5P	656	1428	Hydrodromidae,Aturidae,Oppiidae,Gonyleptidae	BSCRO571-24_r_1_s_100	Troglohyphantes	0	BSCRO571-24	1	100	False	False	5991997	888	2225	1533	0.0	201.0	92.7788649706458	99.0
14	50	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Linyphiidae	BLAST	family	COI-5P	655	1368	Oppiidae,Phrynidae	BSCRO571-24_r_1.3_s_50	Troglohyphantes	0	BSCRO571-24	1.3	50	False	False	5991997	487	2225	1533	0.0	131.0	41.945205479452056	32.0
15	45	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Linyphiidae	BLAST	family	COI-5P	656	1368	Ixodidae,Oppiidae,Phrynidae	BSCRO571-24_r_1.3_s_100	Troglohyphantes	0	BSCRO571-24	1.3	100	False	False	5991997	393	2225	1533	0.0	128.0	38.974559686888455	28.0
11	30	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Linyphiidae	BLAST	family	COI-5P	508	1131	Araneidae,Oppiidae,Selenoribatidae	BSCRO571-24_r_1.5_s_50	Troglohyphantes	0	BSCRO571-24	1.5	50	False	False	5991997	204	2225	1533	0.0	70.0	14.941291585127201	5.0
12	14	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Linyphiidae	BLAST	family	COI-5P	512	1110	Araneidae,Oppiidae,Selenoribatidae	BSCRO571-24_r_1.5_s_100	Troglohyphantes	0	BSCRO571-24	1.5	100	False	False	5991997	164	2225	1533	0.0	69.0	13.696673189823874	4.0
0	0	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agelenidae	BLAST	family	COI-5P	655	1536	Araneidae,Tetragnathidae,Agelenidae,Pisauridae,Salticidae,Sparassidae	BSCRO572-24_r_1_s_50	Tegenaria	0	BSCRO572-24	1	50	False	False	9072512	656	549	1536	1.0	77.0	43.3828125	43.0
0	0	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agelenidae	BLAST	family	COI-5P	655	1533	Araneidae,Tetragnathidae,Agelenidae,Pisauridae,Salticidae,Sparassidae	BSCRO572-24_r_1_s_100	Tegenaria	0	BSCRO572-24	1	100	False	False	9072512	478	549	1536	0.0	65.0	38.2421875	39.0
0	0	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agelenidae	BLAST	family	COI-5P	655	1536	Araneidae,Tetragnathidae,Agelenidae,Pisauridae,Salticidae,Sparassidae	BSCRO572-24_r_1.3_s_50	Tegenaria	0	BSCRO572-24	1.3	50	False	False	9072512	567	549	1536	1.0	65.0	40.580078125	41.0
0	0	data/BGE00513_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Agelenidae	BLAST	family	COI-5P	655	1533	Araneidae,Tetragnathidae,Agelenidae,Pisauridae,Salticidae,Sparassidae	BSCRO572-24_r_1.3_s_100	Tegenaria	0	BSCRO572-24	1.3	100	False	False	9072512	476	549	1536	0.0	65.0	38.068359375	38.0
