ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
15	49	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	656	1530	Scythrididae,Notodontidae,Erebidae	BGSNL1901-24_r_1_s_50	Scythris tabidella	0	BGSNL1901-24	1	50	False	False	4911150	854	286	1530	6.0	99.0	40.498039215686276	37.0
12	42	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	656	1530	Scythrididae	BGSNL1901-24_r_1_s_100	Scythris tabidella	0	BGSNL1901-24	1	100	False	False	4911150	426	286	1530	1.0	62.0	26.958823529411763	26.5
8	13	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	656	1530	Yponomeutidae,Noctuidae,Papilionidae,Geometridae	BGSNL1901-24_r_1.3_s_50	Scythris tabidella	0	BGSNL1901-24	1.3	50	False	False	4911150	692	286	1530	6.0	83.0	28.701960784313727	26.5
4	9	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	656	1530	Noctuidae,Erebidae	BGSNL1901-24_r_1.3_s_100	Scythris tabidella	0	BGSNL1901-24	1.3	100	False	False	4911150	342	286	1530	1.0	41.0	18.301960784313724	17.0
2	2	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	656	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae,Crambidae	BGSNL1901-24_r_1.5_s_50	Scythris tabidella	0	BGSNL1901-24	1.5	50	False	False	4911150	605	286	1530	5.0	82.0	25.098039215686274	23.0
1	1	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	656	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae,Crambidae	BGSNL1901-24_r_1.5_s_100	Scythris tabidella	0	BGSNL1901-24	1.5	100	False	False	4911150	316	286	1530	1.0	38.0	16.429411764705883	16.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1902-24_r_1_s_50	Scythris tabidella	0	BGSNL1902-24	1	50	False	False	5675457	5983	77	1530	195.0	464.0	316.39019607843136	321.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1902-24_r_1_s_100	Scythris tabidella	0	BGSNL1902-24	1	100	False	False	5675457	4434	77	1530	142.0	388.0	267.85686274509806	266.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1902-24_r_1.3_s_50	Scythris tabidella	0	BGSNL1902-24	1.3	50	False	False	5675457	5950	77	1530	195.0	462.0	315.0372549019608	320.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1902-24_r_1.3_s_100	Scythris tabidella	0	BGSNL1902-24	1.3	100	False	False	5675457	4430	77	1530	142.0	388.0	267.47843137254904	266.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1902-24_r_1.5_s_50	Scythris tabidella	0	BGSNL1902-24	1.5	50	False	False	5675457	5722	77	1530	192.0	462.0	304.69607843137254	307.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1902-24_r_1.5_s_100	Scythris tabidella	0	BGSNL1902-24	1.5	100	False	False	5675457	4318	77	1530	142.0	385.0	261.0	262.5
0	3	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Depressariidae,Sphingidae,Noctuidae,Notodontidae,Erebidae	BGSNL1903-24_r_1_s_50	Scythris tabidella	0	BGSNL1903-24	1	50	False	False	5173902	586	11	1530	11.0	67.0	30.380392156862744	28.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Depressariidae,Noctuidae,Notodontidae,Erebidae,Crambidae	BGSNL1903-24_r_1_s_100	Scythris tabidella	0	BGSNL1903-24	1	100	False	False	5173902	375	11	1530	10.0	43.0	23.95686274509804	24.0
0	0	data/BGE00313_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scythrididae	BLAST	family	COI-5P	657	1530	Scythrididae,Depressariidae,Noctuidae,Notodontidae,Erebidae,Crambidae	BGSNL1903-24_r_1.3_s_50	Scythris tabidella	0	BGSNL1903-24	1.3	50	False	False	5173902	529	11	1530	11.0	50.0	28.274509803921568	27.0
