Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGLIB1079-24_r_1.3_s_50_BGLIB1079-24,BGLIB1079-24,2876165,188,92,1533,0.0,19.0,5.8845401174168295,4.0
BGLIB1097-24_r_1_s_100_BGLIB1097-24,BGLIB1097-24,5433366,871,17,1533,5.0,142.0,44.7279843444227,38.0
BGLIB1070-24_r_1.5_s_50_BGLIB1070-24,BGLIB1070-24,4669012,1372,16,1533,14.0,96.0,57.35225048923679,56.0
BGLIB1108-24_r_1_s_50_BGLIB1108-24,BGLIB1108-24,4592046,565,11,1533,2.0,48.0,20.424657534246574,20.0
BGLIB1134-24_r_1.3_s_100_BGLIB1134-24,BGLIB1134-24,4571193,312,50,1536,6.0,38.0,18.15234375,16.0
BGLIB1049-24_r_1.5_s_100_BGLIB1049-24,BGLIB1049-24,4091651,331,351,1536,0.0,44.0,15.318359375,14.0
BGLIB1049-24_r_1.3_s_50_BGLIB1049-24,BGLIB1049-24,4091651,1053,351,1536,0.0,87.0,36.9453125,35.0
BGLIB1117-24_r_1_s_100_BGLIB1117-24,BGLIB1117-24,823692,76,6,1536,0.0,10.0,3.546875,3.0
BGLIB1125-24_r_1.5_s_100_BGLIB1125-24,BGLIB1125-24,211278,6,67,1533,0.0,4.0,0.3385518590998043,0.0
BGLIB1135-24_r_1.3_s_50_BGLIB1135-24,BGLIB1135-24,4571542,70,48,1536,0.0,12.0,2.2890625,2.0
BGLIB1136-24_r_1_s_100_BGLIB1136-24,BGLIB1136-24,4652562,286,47,1536,2.0,40.0,15.90625,14.0
BGLIB1134-24_r_1.3_s_50_BGLIB1134-24,BGLIB1134-24,4571193,593,50,1536,12.0,53.0,26.47265625,25.0
BGLIB1128-24_r_1_s_100_BGLIB1128-24,BGLIB1128-24,4925369,1648,430,1533,0.0,149.0,94.78082191780823,94.0
BGLIB1103-24_r_1.5_s_100_BGLIB1103-24,BGLIB1103-24,4073670,262,42,1533,0.0,45.0,12.827788649706457,11.0
BGLIB1104-24_r_1.5_s_50_BGLIB1104-24,BGLIB1104-24,4033678,780,101,1533,0.0,68.0,29.610567514677104,28.0
BGLIB1128-24_r_1_s_50_BGLIB1128-24,BGLIB1128-24,4925369,2795,430,1533,0.0,190.0,130.6829745596869,128.0
BGLIB1117-24_r_1.5_s_50_BGLIB1117-24,BGLIB1117-24,823692,261,6,1536,0.0,24.0,8.830078125,8.0
BGLIB1056-24_r_1.3_s_50_BGLIB1056-24,BGLIB1056-24,4001548,464,40,1509,5.0,45.0,22.2882703777336,21.0
BGLIB1079-24_r_1_s_50_BGLIB1079-24,BGLIB1079-24,2876165,251,92,1533,0.0,32.0,10.342465753424657,10.0
BGLIB1078-24_r_1_s_50_BGLIB1078-24,BGLIB1078-24,4303634,190,34,1536,0.0,21.0,8.11328125,8.0
BGLIB1138-24_r_1_s_100_BGLIB1138-24,BGLIB1138-24,1687105,133,322,1539,0.0,49.0,11.17738791423002,10.0
BGLIB1132-24_r_1.3_s_50_BGLIB1132-24,BGLIB1132-24,630536,40,84,1536,0.0,9.0,1.2890625,0.5
BGLIB1124-24_r_1.5_s_50_BGLIB1124-24,BGLIB1124-24,5844743,944,166,1533,0.0,80.0,33.81996086105675,32.0
BGLIB1099-24_r_1.3_s_100_BGLIB1099-24,BGLIB1099-24,3940584,1214,98,1533,17.0,121.0,65.1545988258317,66.0
BGLIB1094-24_r_1_s_100_BGLIB1094-24,BGLIB1094-24,355313,58,119,1533,0.0,23.0,6.162426614481409,4.0
BGLIB1046-24_r_1.5_s_50_BGLIB1046-24,BGLIB1046-24,473435,71,73,1536,0.0,9.0,2.47265625,2.0
BGLIB1086-24_r_1_s_50_BGLIB1086-24,BGLIB1086-24,4545835,817,133,1530,7.0,81.0,34.641176470588235,33.0
BGLIB1112-24_r_1.5_s_50_BGLIB1112-24,BGLIB1112-24,4103436,664,107,1533,1.0,60.0,22.060665362035223,23.0
BGLIB1068-24_r_1.5_s_50_BGLIB1068-24,BGLIB1068-24,622517,22,303,1533,0.0,8.0,0.9021526418786693,0.0
BGLIB1110-24_r_1.3_s_50_BGLIB1110-24,BGLIB1110-24,5056516,879,99,1533,4.0,81.0,30.82778864970646,31.0
BGLIB1126-24_r_1_s_50_BGLIB1126-24,BGLIB1126-24,1162378,424,110,1533,0.0,45.0,19.50293542074364,19.0
BGLIB1113-24_r_1_s_100_BGLIB1113-24,BGLIB1113-24,4771560,83,0,1533,1.0,13.0,4.714285714285714,4.0
BGLIB1059-24_r_1.5_s_50_BGLIB1059-24,BGLIB1059-24,4677675,1992,33,1533,15.0,169.0,85.5146771037182,81.0
BGLIB1102-24_r_1.3_s_50_BGLIB1102-24,BGLIB1102-24,3794787,871,277,1533,2.0,81.0,28.78082191780822,25.0
BGLIB1123-24_r_1.3_s_50_BGLIB1123-24,BGLIB1123-24,4286900,639,6,1533,2.0,54.0,25.09393346379648,25.0
BGLIB1060-24_r_1.3_s_100_BGLIB1060-24,BGLIB1060-24,1035088,418,344,1539,0.0,44.0,20.39571150097466,21.0
BGLIB1128-24_r_1.3_s_100_BGLIB1128-24,BGLIB1128-24,4925369,1637,430,1533,0.0,148.0,93.76320939334639,93.0
BGLIB1109-24_r_1.5_s_50_BGLIB1109-24,BGLIB1109-24,4312267,575,12,1533,1.0,42.0,19.608610567514678,20.0
BGLIB1058-24_r_1.3_s_100_BGLIB1058-24,BGLIB1058-24,1937080,89,125,1509,0.0,17.0,4.990059642147117,4.0
BGLIB1086-24_r_1.5_s_50_BGLIB1086-24,BGLIB1086-24,4545835,714,133,1530,0.0,70.0,30.186274509803923,30.0
BGLIB1132-24_r_1.5_s_50_BGLIB1132-24,BGLIB1132-24,630536,29,84,1536,0.0,8.0,0.794921875,0.0
BGLIB1098-24_r_1_s_50_BGLIB1098-24,BGLIB1098-24,4016757,575,282,1533,9.0,57.0,28.575342465753426,29.0
BGLIB1076-24_r_1.3_s_50_BGLIB1076-24,BGLIB1076-24,3943804,592,51,1533,0.0,64.0,25.21917808219178,25.0
BGLIB1050-24_r_1.5_s_50_BGLIB1050-24,BGLIB1050-24,1314683,7309,113,1533,1.0,659.0,317.28767123287673,292.0
BGLIB1072-24_r_1.3_s_100_BGLIB1072-24,BGLIB1072-24,4363847,709,90,1509,7.0,72.0,40.96819085487078,42.0
BGLIB1079-24_r_1.5_s_100_BGLIB1079-24,BGLIB1079-24,2876165,20,92,1533,0.0,7.0,0.958904109589041,0.0
BGLIB1105-24_r_1.5_s_50_BGLIB1105-24,BGLIB1105-24,3830753,487,222,1533,0.0,60.0,20.819960861056753,19.0
BGLIB1124-24_r_1_s_100_BGLIB1124-24,BGLIB1124-24,5844743,416,166,1533,3.0,50.0,22.142857142857142,20.0
BGLIB1077-24_r_1.5_s_100_BGLIB1077-24,BGLIB1077-24,4855561,619,3,1536,0.0,68.0,30.654296875,29.0
BGLIB1110-24_r_1_s_100_BGLIB1110-24,BGLIB1110-24,5056516,277,99,1533,0.0,31.0,14.12133072407045,14.0
BGLIB1126-24_r_1.5_s_100_BGLIB1126-24,BGLIB1126-24,1162378,116,110,1533,0.0,18.0,6.125244618395303,6.0
BGLIB1118-24_r_1_s_50_BGLIB1118-24,BGLIB1118-24,4651884,1286,31,1536,0.0,97.0,53.5859375,54.0
BGLIB1109-24_r_1.3_s_50_BGLIB1109-24,BGLIB1109-24,4312267,622,12,1533,2.0,47.0,21.207436399217222,21.0
BGLIB1134-24_r_1_s_100_BGLIB1134-24,BGLIB1134-24,4571193,321,50,1536,6.0,38.0,19.029296875,17.0
BGLIB1117-24_r_1.5_s_100_BGLIB1117-24,BGLIB1117-24,823692,72,6,1536,0.0,10.0,3.302734375,3.0
BGLIB1119-24_r_1.3_s_100_BGLIB1119-24,BGLIB1119-24,5015122,314,223,1533,0.0,42.0,16.534246575342465,16.0
BGLIB1049-24_r_1.5_s_50_BGLIB1049-24,BGLIB1049-24,4091651,992,351,1536,0.0,77.0,34.560546875,33.0
BGLIB1102-24_r_1_s_100_BGLIB1102-24,BGLIB1102-24,3794787,180,277,1533,1.0,37.0,9.123287671232877,7.0
BGLIB1120-24_r_1_s_100_BGLIB1120-24,BGLIB1120-24,4379089,120,25,1533,0.0,20.0,6.585127201565558,5.0
BGLIB1071-24_r_1_s_50_BGLIB1071-24,BGLIB1071-24,593395,41,0,1509,0.0,7.0,1.7335984095427435,1.0
BGLIB1107-24_r_1_s_50_BGLIB1107-24,BGLIB1107-24,2431563,2683,112,1533,0.0,208.0,97.84931506849315,98.0
BGLIB1052-24_r_1.3_s_50_BGLIB1052-24,BGLIB1052-24,1380830,99,239,1500,0.0,14.0,4.022,3.0
BGLIB1125-24_r_1_s_100_BGLIB1125-24,BGLIB1125-24,211278,27,67,1533,0.0,14.0,2.344422700587084,1.0
BGLIB1075-24_r_1.3_s_100_BGLIB1075-24,BGLIB1075-24,1472481,651,0,1533,0.0,90.0,44.551859099804304,43.0
BGLIB1081-24_r_1.5_s_100_BGLIB1081-24,BGLIB1081-24,3929720,492,35,1533,0.0,87.0,22.608610567514678,20.0
BGLIB1107-24_r_1.3_s_50_BGLIB1107-24,BGLIB1107-24,2431563,2556,112,1533,0.0,200.0,90.32093933463797,92.0
BGLIB1064-24_r_1_s_50_BGLIB1064-24,BGLIB1064-24,4856536,822,22,1539,0.0,62.0,32.46783625730994,31.0
BGLIB1112-24_r_1_s_100_BGLIB1112-24,BGLIB1112-24,4103436,216,107,1533,1.0,32.0,12.50880626223092,11.0
BGLIB1046-24_r_1.3_s_50_BGLIB1046-24,BGLIB1046-24,473435,85,73,1536,0.0,12.0,3.26171875,3.0
BGLIB1057-24_r_1.5_s_50_BGLIB1057-24,BGLIB1057-24,3071853,1133,88,1509,27.0,85.0,50.09542743538768,49.0
BGLIB1075-24_r_1.5_s_100_BGLIB1075-24,BGLIB1075-24,1472481,584,0,1533,0.0,90.0,40.21917808219178,39.0
BGLIB1049-24_r_1_s_50_BGLIB1049-24,BGLIB1049-24,4091651,1142,351,1536,0.0,95.0,42.58984375,39.5
BGLIB1087-24_r_1.3_s_50_BGLIB1087-24,BGLIB1087-24,4250910,282,77,1530,0.0,28.0,10.63921568627451,10.0
BGLIB1127-24_r_1.3_s_100_BGLIB1127-24,BGLIB1127-24,2444874,62,322,1533,0.0,17.0,3.8962818003913893,3.0
BGLIB1053-24_r_1.5_s_100_BGLIB1053-24,BGLIB1053-24,1049241,3,245,1500,0.0,2.0,0.16,0.0
BGLIB1083-24_r_1.3_s_100_BGLIB1083-24,BGLIB1083-24,4229310,6422,885,1533,19.0,896.0,317.4168297455969,313.0
