Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGENL2134-24_r_1_s_100_BGENL2134-24,BGENL2134-24,8611304,104300,4302,1560,0.0,15663.0,8478.165384615384,7773.5
BGENL2175-24_r_1.3_s_100_BGENL2175-24,BGENL2175-24,7274031,1790,689,1548,0.0,269.0,128.9205426356589,130.0
BGENL2125-24_r_1_s_50_BGENL2125-24,BGENL2125-24,5737181,2440,1392,1554,0.0,226.0,139.6872586872587,139.0
BGENL2161-24_r_1.3_s_50_BGENL2161-24,BGENL2161-24,4618731,81495,332,1560,0.0,15607.0,5154.090384615384,4174.5
BGENL2178-24_r_1.5_s_100_BGENL2178-24,BGENL2178-24,7946467,91687,3557,1548,0.0,11221.0,7140.296511627907,7580.5
BGENL2161-24_r_1.3_s_100_BGENL2161-24,BGENL2161-24,4618731,71269,332,1560,0.0,15266.0,4823.084615384615,3984.5
BGENL2175-24_r_1_s_100_BGENL2175-24,BGENL2175-24,7274031,1954,689,1548,0.0,275.0,142.24031007751938,137.0
BGENL2100-24_r_1.3_s_100_BGENL2100-24,BGENL2100-24,6199004,144,195,1536,0.0,29.0,8.990234375,8.0
BGENL2129-24_r_1.3_s_50_BGENL2129-24,BGENL2129-24,6593181,534,59,1554,0.0,71.0,30.113899613899616,28.0
BGENL2116-24_r_1_s_50_BGENL2116-24,BGENL2116-24,8818963,29932,26,1548,1.0,2753.0,1814.8624031007753,1799.0
BGENL2095-24_r_1.5_s_50_BGENL2095-24,BGENL2095-24,5350893,1412,130,1539,0.0,175.0,100.08576998050683,109.0
BGENL2111-24_r_1_s_50_BGENL2111-24,BGENL2111-24,11471872,5849,770,1548,0.0,611.0,341.15697674418607,339.0
BGENL2134-24_r_1.5_s_100_BGENL2134-24,BGENL2134-24,8611304,93513,4302,1560,0.0,13592.0,7654.565384615385,7444.5
BGENL2146-24_r_1.3_s_50_BGENL2146-24,BGENL2146-24,7412405,18328,942,1560,0.0,2437.0,1105.6403846153846,1027.0
BGENL2128-24_r_1.5_s_100_BGENL2128-24,BGENL2128-24,6009509,112,218,1554,0.0,22.0,7.206563706563706,7.0
BGENL2175-24_r_1_s_50_BGENL2175-24,BGENL2175-24,7274031,2392,689,1548,0.0,291.0,157.46124031007753,152.0
BGENL2155-24_r_1.5_s_50_BGENL2155-24,BGENL2155-24,7095856,141283,7632,1560,0.0,28378.0,9073.65,6424.0
BGENL2153-24_r_1.3_s_100_BGENL2153-24,BGENL2153-24,9302438,119820,462,1560,0.0,18129.0,8724.165384615384,7664.5
BGENL2174-24_r_1.5_s_100_BGENL2174-24,BGENL2174-24,7535309,773,187,1548,0.0,133.0,54.89728682170543,53.5
BGENL2112-24_r_1.3_s_50_BGENL2112-24,BGENL2112-24,8394717,66460,31103,1548,1.0,8918.0,4250.955426356589,4337.5
BGENL2125-24_r_1.3_s_50_BGENL2125-24,BGENL2125-24,5737181,2030,1392,1554,0.0,200.0,114.76833976833977,117.5
BGENL2130-24_r_1.5_s_100_BGENL2130-24,BGENL2130-24,6799714,2495,2140,1554,0.0,445.0,177.95945945945945,162.0
BGENL2146-24_r_1.5_s_50_BGENL2146-24,BGENL2146-24,7412405,14405,942,1560,0.0,2154.0,867.9288461538462,688.0
