ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med	inst	validation_steps	assembly_params
10	14	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	476	1095	Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Psychodidae,Vespidae,Tetracampidae	BGLIB1521-24_r_1_s_50	Anaspis palpalis	0	BGLIB1521-24	1	50	False	False	248880	46	38	1503	0.0	15.0	3.662674650698603	3.0	Naturalis Biodiversity Center	1	6
10	14	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	419	921	Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Psychodidae,Vespidae,Tetracampidae	BGLIB1521-24_r_1_s_100	Anaspis palpalis	0	BGLIB1521-24	1	100	False	False	248880	29	38	1503	0.0	13.0	3.0818363273453095	1.0	Naturalis Biodiversity Center	1	6
21	21	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	392	708	Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGLIB1521-24_r_1.3_s_50	Anaspis palpalis	0	BGLIB1521-24	1.3	50	False	False	248880	9	38	1503	0.0	4.0	0.8862275449101796	0.0	Naturalis Biodiversity Center	1	6
21	21	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	392	603	Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGLIB1521-24_r_1.3_s_100	Anaspis palpalis	0	BGLIB1521-24	1.3	100	False	False	248880	7	38	1503	0.0	4.0	0.8163672654690619	0.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	317	633	Reduviidae	BGLIB1521-24_r_1.5_s_50	Anaspis palpalis	0	BGLIB1521-24	1.5	50	False	False	248880	7	38	1503	0.0	2.0	0.5429141716566867	0.0	Naturalis Biodiversity Center	1	6
1	1	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	317	528	Reduviidae	BGLIB1521-24_r_1.5_s_100	Anaspis palpalis	0	BGLIB1521-24	1.5	100	False	False	248880	5	38	1503	0.0	2.0	0.47305389221556887	0.0	Naturalis Biodiversity Center	1	6
26	63	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	656	1503	Mycetophagidae,Tetratomidae,Cerambycidae	BGLIB1522-24_r_1_s_50	Anaspis suturalis	1	BGLIB1522-24	1	50	False	False	707160	358	223	1503	2.0	45.0	18.297405189620758	17.0	Naturalis Biodiversity Center	1	6
12	79	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	647	1494	Dytiscidae,Tetratomidae,Pyralidae,Nepticulidae	BGLIB1522-24_r_1_s_100	Anaspis suturalis	0	BGLIB1522-24	1	100	False	False	707160	146	223	1503	0.0	30.0	11.097804391217565	10.0	Naturalis Biodiversity Center	1	6
0	0	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	657	1503	Staphylinidae,Silvanidae,Pyrochroidae,Salpingidae,Endomychidae	BGLIB1522-24_r_1.3_s_50	Anaspis suturalis	0	BGLIB1522-24	1.3	50	False	False	707160	253	223	1503	1.0	25.0	10.233532934131736	10.0	Naturalis Biodiversity Center	1	6
3	5	data/BGE00417_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scraptiidae	BLAST	family	COI-5P	648	1482	Staphylinidae,Pyrochroidae,Salpingidae,Endomychidae,Crambidae	BGLIB1522-24_r_1.3_s_100	Anaspis suturalis	0	BGLIB1522-24	1.3	100	False	False	707160	95	223	1503	0.0	19.0	5.181636726546906	5.0	Naturalis Biodiversity Center	1	6
