Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGSNL2227-24_r_1_s_50_BGSNL2227-24,BGSNL2227-24,7889612,849,401,1536,12.0,98.0,52.6328125,54.0
BGSNL2190-24_r_1.5_s_100_BGSNL2190-24,BGSNL2190-24,3570579,172,476,1536,0.0,35.0,9.2421875,8.0
BGSNL2235-24_r_1.5_s_100_BGSNL2235-24,BGSNL2235-24,5289465,291,119,1536,0.0,64.0,24.37109375,24.0
BGSNL2252-24_r_1.3_s_50_BGSNL2252-24,BGSNL2252-24,6597702,347,286,1536,0.0,60.0,23.76171875,24.0
BGSNL2204-24_r_1_s_50_BGSNL2204-24,BGSNL2204-24,3072396,315,158,1536,0.0,50.0,15.775390625,15.0
BGSNL2217-24_r_1_s_100_BGSNL2217-24,BGSNL2217-24,1924057,99,270,1536,0.0,19.0,7.7578125,7.0
BGSNL2226-24_r_1.3_s_50_BGSNL2226-24,BGSNL2226-24,1176880,106,271,1536,0.0,37.0,5.748046875,3.0
BGSNL2212-24_r_1_s_100_BGSNL2212-24,BGSNL2212-24,6235276,387,64,1536,2.0,63.0,27.587890625,28.0
BGSNL2237-24_r_1.3_s_50_BGSNL2237-24,BGSNL2237-24,8803283,798,420,1536,0.0,99.0,56.15234375,63.0
BGSNL2265-24_r_1_s_100_BGSNL2265-24,BGSNL2265-24,2353413,1059,133,1533,0.0,127.0,69.57729941291585,68.0
BGSNL2243-24_r_1.3_s_50_BGSNL2243-24,BGSNL2243-24,8344287,1301,2145,1536,0.0,156.0,84.861328125,94.0
BGSNL2276-24_r_1_s_50_BGSNL2276-24,BGSNL2276-24,4697823,3322,906,1581,0.0,350.0,195.27703984819735,192.0
BGSNL2238-24_r_1_s_50_BGSNL2238-24,BGSNL2238-24,8501013,720,96,1536,0.0,74.0,44.521484375,46.0
BGSNL2210-24_r_1_s_100_BGSNL2210-24,BGSNL2210-24,5136131,376,317,1536,0.0,75.0,27.36328125,25.0
BGSNL2225-24_r_1.5_s_50_BGSNL2225-24,BGSNL2225-24,1304106,28,315,1536,0.0,9.0,1.44921875,0.0
BGSNL2275-24_r_1_s_100_BGSNL2275-24,BGSNL2275-24,5258234,2993,1674,1581,0.0,352.0,187.44212523719165,184.0
BGSNL2249-24_r_1.3_s_100_BGSNL2249-24,BGSNL2249-24,7483702,202,48,1536,0.0,29.0,16.357421875,18.0
BGSNL2212-24_r_1.5_s_100_BGSNL2212-24,BGSNL2212-24,6235276,236,64,1536,0.0,44.0,15.552734375,14.0
BGSNL2242-24_r_1.5_s_100_BGSNL2242-24,BGSNL2242-24,7978231,153,84,1536,0.0,28.0,10.220703125,9.0
BGSNL2220-24_r_1.3_s_100_BGSNL2220-24,BGSNL2220-24,6006092,401,166,1536,0.0,45.0,24.154296875,26.0
BGE00316-NC_r_1_s_50_BGE00316-NC,BGE00316-NC,1248989,206,542,1539,0.0,59.0,11.769980506822613,7.0
BGSNL2264-24_r_1.3_s_50_BGSNL2264-24,BGSNL2264-24,660072,74,155,1533,0.0,16.0,4.7534246575342465,4.0
BGSNL2214-24_r_1.3_s_50_BGSNL2214-24,BGSNL2214-24,2886605,177,150,1536,0.0,22.0,9.900390625,9.0
BGSNL2249-24_r_1_s_100_BGSNL2249-24,BGSNL2249-24,7483702,239,48,1536,0.0,32.0,19.30078125,20.0
BGSNL2243-24_r_1.3_s_100_BGSNL2243-24,BGSNL2243-24,8344287,1081,2145,1536,0.0,153.0,77.7265625,85.0
BGSNL2253-24_r_1.5_s_50_BGSNL2253-24,BGSNL2253-24,4564988,472,645,1536,0.0,125.0,37.40625,30.5
BGSNL2223-24_r_1.3_s_100_BGSNL2223-24,BGSNL2223-24,3724781,98,60,1536,0.0,24.0,6.2578125,6.0
BGSNL2201-24_r_1.5_s_100_BGSNL2201-24,BGSNL2201-24,2727555,299,520,1536,0.0,41.0,18.203125,20.0
BGSNL2266-24_r_1_s_100_BGSNL2266-24,BGSNL2266-24,5065843,833,184,1533,0.0,116.0,52.22504892367906,49.0
BGSNL2207-24_r_1_s_100_BGSNL2207-24,BGSNL2207-24,5771362,230,313,1536,0.0,59.0,18.982421875,13.0
BGSNL2246-24_r_1_s_100_BGSNL2246-24,BGSNL2246-24,9842272,1018,191,1536,0.0,139.0,96.1640625,102.0
BGSNL2207-24_r_1_s_50_BGSNL2207-24,BGSNL2207-24,5771362,398,313,1536,0.0,70.0,24.607421875,18.0
BGSNL2198-24_r_1.3_s_100_BGSNL2198-24,BGSNL2198-24,8466495,1049,34,1536,0.0,127.0,70.81640625,74.0
BGSNL2194-24_r_1.3_s_100_BGSNL2194-24,BGSNL2194-24,3059499,669,250,1536,0.0,72.0,40.896484375,43.0
BGSNL2244-24_r_1.3_s_50_BGSNL2244-24,BGSNL2244-24,6026768,537,1093,1536,0.0,93.0,25.7109375,22.0
BGSNL2228-24_r_1.5_s_50_BGSNL2228-24,BGSNL2228-24,6592432,256,433,1536,0.0,37.0,13.5859375,12.0
BGSNL2191-24_r_1.3_s_100_BGSNL2191-24,BGSNL2191-24,5648520,352,487,1536,0.0,45.0,25.1875,27.0
BGSNL2274-24_r_1.3_s_50_BGSNL2274-24,BGSNL2274-24,9113008,579,27,1530,15.0,48.0,32.949019607843134,33.0
BGSNL2253-24_r_1.5_s_100_BGSNL2253-24,BGSNL2253-24,4564988,430,645,1536,0.0,119.0,36.173828125,29.5
BGSNL2192-24_r_1_s_100_BGSNL2192-24,BGSNL2192-24,5989622,392,62,1536,0.0,63.0,27.576171875,26.0
BGSNL2255-24_r_1.3_s_50_BGSNL2255-24,BGSNL2255-24,1298845,64,89,1536,0.0,17.0,3.8203125,3.0
BGSNL2273-24_r_1.3_s_100_BGSNL2273-24,BGSNL2273-24,6424944,265,15,1530,6.0,33.0,18.41176470588235,17.0
BGSNL2238-24_r_1.3_s_100_BGSNL2238-24,BGSNL2238-24,8501013,414,96,1536,0.0,56.0,31.06640625,33.0
BGSNL2261-24_r_1_s_100_BGSNL2261-24,BGSNL2261-24,10352954,944,76,1536,0.0,117.0,70.775390625,77.0
BGSNL2188-24_r_1_s_100_BGSNL2188-24,BGSNL2188-24,6194492,1169,642,1536,0.0,126.0,73.810546875,69.0
BGSNL2206-24_r_1.5_s_50_BGSNL2206-24,BGSNL2206-24,3608384,119,791,1536,0.0,36.0,5.431640625,1.0
BGSNL2217-24_r_1.3_s_50_BGSNL2217-24,BGSNL2217-24,1924057,100,270,1536,0.0,17.0,5.2890625,5.0
BGSNL2237-24_r_1_s_100_BGSNL2237-24,BGSNL2237-24,8803283,765,420,1536,0.0,99.0,59.466796875,63.0
BGSNL2273-24_r_1_s_50_BGSNL2273-24,BGSNL2273-24,6424944,439,15,1530,9.0,44.0,24.419607843137253,23.0
