ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	group_id	r	s	fcleaner	merge	n_reads_in	n_reads_aligned	n_reads_skipped	ref_length	cov_min	cov_max	cov_avg	cov_med
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae	BGENL1000-24_r_1_s_50	Chalcionellus decemstriatus	0	BGENL1000-24	1	50	False	False	2611902	7648	781	1530	146.0	586.0	339.66470588235296	329.5
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae	BGENL1000-24_r_1_s_100	Chalcionellus decemstriatus	0	BGENL1000-24	1	100	False	False	2611902	4234	781	1530	43.0	430.0	230.53333333333333	223.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae	BGENL1000-24_r_1.3_s_50	Chalcionellus decemstriatus	0	BGENL1000-24	1.3	50	False	False	2611902	7379	781	1530	143.0	585.0	325.7901960784314	317.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae	BGENL1000-24_r_1.3_s_100	Chalcionellus decemstriatus	0	BGENL1000-24	1.3	100	False	False	2611902	4149	781	1530	43.0	409.0	223.6137254901961	220.5
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae	BGENL1000-24_r_1.5_s_50	Chalcionellus decemstriatus	0	BGENL1000-24	1.5	50	False	False	2611902	6257	781	1530	7.0	549.0	272.9921568627451	278.5
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae	BGENL1000-24_r_1.5_s_100	Chalcionellus decemstriatus	0	BGENL1000-24	1.5	100	False	False	2611902	3604	781	1530	7.0	397.0	192.10196078431372	195.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1533	Dytiscidae,Carabidae,Staphylinidae	BGENL1001-24_r_1_s_50	Halacritus punctum	0	BGENL1001-24	1	50	False	False	7200756	52450	119	1539	0.0	6095.0	2199.502923976608	1921.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Dytiscidae,Carabidae,Staphylinidae	BGENL1001-24_r_1_s_100	Halacritus punctum	0	BGENL1001-24	1	100	False	False	7200756	26722	119	1539	0.0	4189.0	1390.9785575048734	1289.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1533	Dytiscidae,Carabidae,Staphylinidae	BGENL1001-24_r_1.3_s_50	Halacritus punctum	0	BGENL1001-24	1.3	50	False	False	7200756	51049	119	1539	0.0	6081.0	2131.93567251462	1897.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1530	Dytiscidae,Carabidae,Staphylinidae	BGENL1001-24_r_1.3_s_100	Halacritus punctum	0	BGENL1001-24	1.3	100	False	False	7200756	26359	119	1539	0.0	4181.0	1366.8732943469786	1282.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1500	Dytiscidae,Carabidae,Staphylinidae,Hydraenidae	BGENL1001-24_r_1.5_s_50	Halacritus punctum	0	BGENL1001-24	1.5	50	False	False	7200756	45445	119	1539	0.0	5592.0	1904.0019493177388	1757.0
0	0	data/BGE00172_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Histeridae	BLAST	family	COI-5P	656	1497	Dytiscidae,Carabidae,Staphylinidae,Hydraenidae	BGENL1001-24_r_1.5_s_100	Halacritus punctum	0	BGENL1001-24	1.5	100	False	False	7200756	24567	119	1539	0.0	4099.0	1267.970760233918	1230.0
